EMA_short,EMA_long,Total_Trades,Profit_Trades,Loss_Trades,Net_Profit
9,27,146,51,95,1340718.941
31,71,48,16,32,1340050.048
23,67,58,22,36,1339969.386
26,82,44,15,29,1338930.03
10,79,84,26,58,1338864.748
7,98,80,26,54,1338404.107
46,54,44,16,28,1338065.187
37,62,44,16,28,1337960.108
13,20,144,54,90,1337698.972
26,35,74,31,43,1337079.591
24,42,70,30,40,1336729.395
28,34,72,32,40,1336529.203
30,32,72,32,40,1336529.105
13,40,100,40,60,1336414.009
27,41,66,27,39,1335979.684
41,60,42,16,26,1335815.187
29,73,46,16,30,1335800.143
43,56,42,16,26,1335274.563
26,83,44,15,29,1335200.343
24,34,78,31,47,1334979.497
14,85,60,20,40,1334774.948
11,75,80,26,54,1334580.47
47,52,42,16,26,1334374.856
48,51,42,16,26,1334374.856
49,50,42,16,26,1334374.856
25,38,72,32,40,1334349.418
46,50,46,16,30,1333010.109
47,49,46,16,30,1333010.109
37,45,52,21,31,1332829.688
38,44,52,21,31,1332829.688
39,43,52,21,31,1332829.688
40,42,52,21,31,1332829.688
11,44,104,40,64,1332143.794
30,34,70,31,39,1332009.571
46,52,42,16,26,1331984.622
25,64,58,22,36,1331859.324
25,89,44,15,29,1331519.63
28,44,66,25,41,1331509.476
6,34,170,54,116,1331099.649
30,56,52,19,33,1331079.834
12,99,62,21,41,1330904.005
32,67,46,16,30,1330800.143
13,25,120,44,76,1330588.769
28,83,42,14,28,1330429.641
6,32,174,57,117,1329899.555
6,35,168,54,114,1329790.372
16,80,62,21,41,1329264.99
42,55,44,16,28,1328960.012
43,54,44,16,28,1328960.012
32,74,42,16,26,1328135.595
10,21,168,59,109,1327959.321
45,51,48,16,32,1327400.051
36,67,42,16,26,1326725.44
7,36,148,52,96,1326599.704
13,87,60,20,40,1326204.342
12,100,64,21,43,1326174.122
36,65,42,16,26,1325835.011
28,78,44,15,29,1325469.872
34,66,48,16,32,1325370.264
15,39,96,37,59,1325129.684
24,86,46,16,30,1324669.971
17,20,120,44,76,1324604.198
44,52,46,16,30,1323910.012
29,39,68,28,40,1323909.764
14,19,144,54,90,1323599.167
12,25,128,45,83,1323558.887
43,57,42,16,26,1323335.207
23,68,56,21,35,1323214.599
11,80,72,24,48,1322795.068
36,64,42,15,27,1322669.972
6,37,160,50,110,1322669.968
22,93,46,15,31,1322599.464
16,50,80,31,49,1322129.394
18,42,80,33,47,1321679.687
20,25,96,42,54,1321549.898
7,34,156,52,104,1321049.018
17,50,78,31,47,1320849.902
21,70,58,21,37,1320684.131
26,37,70,32,38,1320479.594
12,31,116,45,71,1320364.988
29,59,56,19,37,1319859.911
14,21,136,52,84,1319678.321
5,62,120,43,77,1319644.679
35,66,42,15,27,1319150.05
29,36,66,30,36,1318709.668
13,99,64,21,43,1318684.766
16,91,62,18,44,1318514.843
30,72,48,16,32,1318279.929
21,37,82,33,49,1317360.058
11,26,136,50,86,1317299.316
32,75,42,15,27,1317265.576
23,86,48,16,32,1316769.776
22,39,76,32,44,1316760.157
28,84,40,14,26,1316754.788
47,51,42,16,26,1316504.641
48,50,42,16,26,1316504.641
27,79,48,16,32,1316260.108
39,63,42,16,26,1316255.03
6,38,150,51,99,1314439.939
29,56,52,20,32,1314329.736
31,69,46,16,30,1313650.143
33,65,46,16,30,1311990.377
28,40,66,27,39,1311789.841
12,68,80,30,50,1311688.963
36,68,42,16,26,1311445.459
10,20,164,63,101,1311189.645
30,73,50,16,34,1311099.95
33,73,42,16,26,1310995.458
12,98,62,21,41,1310623.927
23,44,70,30,40,1310599.316
38,65,42,16,26,1310595.264
30,79,42,14,28,1310425.536
30,38,68,28,40,1310349.803
25,65,54,19,35,1310239.989
31,55,52,19,33,1310089.99
32,54,52,19,33,1310089.99
20,38,84,33,51,1309879.98
11,19,164,61,103,1309359.712
21,24,98,43,55,1309169.821
22,23,98,43,55,1309169.821
28,76,48,16,32,1309099.851
14,86,60,20,40,1309004.44
38,60,46,16,30,1308910.206
24,91,46,14,32,1308799.807
18,75,58,21,37,1308624.856
24,82,46,16,30,1308114.698
11,98,62,21,41,1307714.059
24,81,46,16,30,1307674.757
27,78,48,16,32,1307539.89
15,58,78,32,46,1307419.335
12,22,138,54,84,1307199.362
24,84,48,16,32,1307049.755
32,69,48,16,32,1306100.342
11,79,74,24,50,1305184.864
35,64,48,16,32,1305130.42
28,75,46,16,30,1304949.753
29,74,50,16,34,1304819.87
11,100,62,20,42,1304084.178
32,51,52,20,32,1304069.629
15,57,76,32,44,1303879.296
37,66,42,16,26,1303735.303
13,98,64,21,43,1303734.473
40,57,48,16,32,1303560.109
17,49,80,31,49,1303530.176
5,43,154,53,101,1303329.927
34,64,48,16,32,1303090.183
28,59,52,19,33,1302949.853
29,57,52,19,33,1302809.814
28,32,74,31,43,1302679.689
29,31,74,31,43,1302679.689
15,25,114,44,70,1302613.912
35,48,52,20,32,1302409.815
26,81,48,16,32,1302330.03
14,26,114,44,70,1301464.302
16,47,82,34,48,1301368.848
20,47,74,31,43,1301310.16
13,97,62,21,41,1301284.766
23,38,78,31,47,1301279.981
19,26,100,42,58,1300294.574
34,71,42,16,26,1300245.362
35,69,42,16,26,1300245.362
28,37,70,30,40,1300119.629
28,85,40,14,26,1300104.885
26,80,48,16,32,1299860.009
18,49,76,32,44,1299840.14
32,52,52,21,31,1299809.717
33,50,52,21,31,1299199.658
34,49,52,21,31,1299199.658
43,53,46,16,30,1298790.09
31,70,48,16,32,1298580.125
27,80,46,15,31,1298499.659
27,77,46,16,30,1297730.026
35,61,48,18,30,1297570.357
26,78,46,16,30,1297199.852
21,40,76,32,44,1296940.236
27,76,46,16,30,1296769.382
20,30,98,36,62,1296210.592
17,51,76,31,45,1296029.98
27,86,40,14,26,1296019.827
15,18,144,55,89,1295699.07
13,96,62,21,41,1295614.258
45,56,42,16,26,1295605.03
46,55,42,16,26,1295605.03
15,20,134,48,86,1294968.262
33,63,48,18,30,1294650.534
13,91,60,20,40,1294294.187
31,77,42,14,28,1294245.556
17,43,86,33,53,1294049.024
23,84,48,16,32,1293914.503
5,67,112,40,72,1293843.993
21,95,50,16,34,1293779.445
18,19,120,44,76,1293704.198
31,54,52,19,33,1293189.795
9,33,128,50,78,1292959.959
21,71,56,20,36,1292834.326
37,67,42,16,26,1292785.302
33,49,52,20,32,1292429.492
16,46,80,34,46,1291929.104
47,53,44,16,28,1291874.953
25,82,48,16,32,1291779.833
5,47,144,51,93,1291394.678
40,62,42,16,26,1291095.069
19,74,56,20,36,1291024.562
29,83,40,14,26,1290825.002
27,38,70,30,40,1290579.297
28,61,54,19,35,1290550.047
39,45,52,19,33,1290299.561
40,44,52,19,33,1290299.561
41,43,52,19,33,1290299.561
13,100,64,21,43,1290144.823
10,82,76,24,52,1289200.487
16,90,62,18,44,1288845.116
11,95,62,21,41,1288664.498
11,76,80,24,56,1288620.02
11,31,118,45,73,1288490.133
27,75,46,16,30,1287939.304
19,76,56,19,37,1287604.246
34,48,52,20,32,1287499.415
13,39,108,42,66,1287084.367
31,53,52,21,31,1287029.736
13,63,82,32,50,1287019.628
35,47,52,20,32,1286919.337
26,79,46,16,30,1286749.755
30,71,46,16,30,1286720.26
49,51,44,16,28,1286554.836
17,34,100,38,62,1285939.888
36,61,46,16,30,1285930.515
16,95,60,18,42,1285925.637
48,52,44,16,28,1285274.953
41,61,42,16,26,1285035.107
25,80,46,16,30,1284709.815
42,59,42,16,26,1284474.953
33,67,48,16,32,1284400.44
35,63,46,16,30,1284230.418
16,45,82,33,49,1283949.514
29,75,50,16,34,1283820.165
16,21,124,44,80,1283583.885
40,45,54,19,35,1283059.718
25,79,46,16,30,1282519.581
19,39,88,34,54,1282409.666
24,43,68,30,38,1282349.317
16,53,78,32,46,1281909.764
26,77,46,16,30,1280739.501
15,22,124,44,80,1280469.043
37,48,52,19,33,1280339.698
27,87,42,14,28,1280184.963
23,42,70,32,38,1279089.554
31,37,68,28,40,1278759.569
31,68,46,16,30,1278730.124
31,81,40,15,25,1278664.842
15,26,116,44,72,1278634.472
39,44,52,19,33,1278300.051
40,43,52,19,33,1278300.051
41,42,52,19,33,1278300.051
14,23,122,44,78,1277848.731
29,82,42,14,28,1277454.593
30,80,42,14,28,1277384.668
35,50,52,19,33,1277359.521
36,49,52,19,33,1277359.521
25,32,80,31,49,1277339.844
11,36,118,47,71,1277235.058
37,59,50,17,33,1277150.241
17,37,92,36,56,1276869.529
11,37,118,46,72,1276855.271
29,80,42,14,28,1276050.244
28,82,42,14,28,1275990.09
38,47,54,19,35,1275979.737
36,48,52,19,33,1275719.777
8,93,78,26,52,1275284.574
17,24,110,45,65,1275094.774
5,40,164,51,113,1274870.359
7,96,80,28,52,1274713.873
24,68,52,18,34,1274484.911
16,17,142,55,87,1274379.149
18,27,100,42,58,1274194.576
17,19,122,44,78,1274059.083
9,85,80,26,54,1274039.944
41,44,54,19,35,1273889.796
20,75,58,19,39,1273604.248
28,77,50,16,34,1272809.911
33,66,48,16,32,1272760.3
7,29,168,56,112,1272749.554
16,39,94,37,57,1272689.843
34,63,48,17,31,1272210.299
25,67,52,19,33,1272114.792
12,94,60,20,40,1271874.265
43,58,44,16,28,1271505.031
34,51,52,19,33,1271249.659
11,96,62,21,41,1270334.42
35,49,52,19,33,1270319.777
34,62,48,18,30,1270290.67
36,47,52,19,33,1270069.971
37,46,52,19,33,1270069.971
23,88,48,17,31,1270069.774
14,46,96,35,61,1269819.923
42,54,46,16,30,1269540.09
38,45,52,19,33,1269540.089
27,63,54,19,35,1269494.773
25,81,48,16,32,1269469.677
6,36,166,52,114,1269299.848
9,31,134,50,84,1269269.48
25,41,68,30,38,1269079.199
33,35,68,28,40,1268879.491
12,43,104,40,64,1268783.931
10,31,122,47,75,1268609.909
30,57,54,19,35,1268319.678
23,85,50,16,34,1268294.679
18,22,112,43,69,1267884.859
33,52,52,19,33,1267869.581
21,36,84,34,50,1267819.821
30,70,46,16,30,1267639.889
16,30,106,43,63,1267244.09
39,46,56,19,37,1267089.699
28,72,48,18,30,1266949.46
24,69,52,19,33,1266464.938
28,73,46,16,30,1266259.226
12,67,80,30,50,1266229.001
19,34,92,36,56,1266199.217
26,31,80,31,49,1266159.669
15,47,82,33,49,1265709.085
34,50,52,19,33,1265599.854
38,58,50,17,33,1265130.614
36,62,46,16,30,1264830.518
39,64,42,16,26,1264675.341
20,73,56,19,37,1264444.091
31,80,40,15,25,1264015.039
33,53,52,19,33,1263019.482
30,54,52,20,32,1262879.639
38,46,52,19,33,1262169.582
42,43,52,19,33,1262129.738
12,95,62,21,41,1262084.47
26,64,54,19,35,1261969.871
32,36,68,28,40,1261769.53
5,41,158,52,106,1261470.162
29,70,48,18,30,1261049.655
24,83,48,16,32,1260979.737
11,97,62,21,41,1260754.44
35,70,42,16,26,1260705.517
10,35,120,47,73,1259920.264
12,36,114,45,69,1259884.913
34,65,46,16,30,1259740.479
25,66,52,18,34,1259714.793
5,55,144,47,97,1259264.795
20,41,80,32,48,1259020.024
11,99,62,21,41,1258984.275
26,88,42,14,28,1258819.73
27,61,56,19,37,1258749.461
12,44,108,39,69,1258634.175
24,40,70,32,38,1258469.632
7,39,136,49,87,1258159.764
23,92,44,15,29,1258059.621
29,81,42,14,28,1257945.07
14,89,60,19,41,1257904.244
24,25,100,41,59,1257480.901
21,29,98,36,62,1257200.826
23,69,54,20,34,1256734.618
33,51,52,19,33,1256679.932
17,18,130,48,82,1256638.575
23,87,50,17,33,1256549.854
5,52,144,49,95,1256494.972
16,54,76,32,44,1256179.785
10,78,86,27,59,1255550.196
12,42,106,40,66,1255303.853
27,62,54,19,35,1255269.968
37,60,46,16,30,1255170.555
18,76,60,21,39,1255104.738
32,53,52,19,33,1255069.483
41,55,48,17,31,1255060.304
21,73,56,20,36,1254974.463
6,70,106,37,69,1254834.282
33,64,48,18,30,1254720.553
15,41,96,37,59,1253869.92
27,36,70,31,39,1253809.672
40,63,42,16,26,1253785.303
13,62,80,31,49,1253689.355
10,84,76,24,52,1253600.146
28,74,46,16,30,1253519.772
37,47,52,19,33,1253409.62
22,71,54,20,34,1252874.56
29,72,46,16,30,1252430.221
32,66,50,17,33,1252269.968
27,33,76,31,45,1252119.826
17,27,106,44,62,1252114.986
6,56,122,44,78,1251725.054
20,37,86,34,52,1251379.684
5,49,150,50,100,1251165.091
44,57,44,16,28,1250745.069
21,72,58,20,38,1250684.326
11,72,82,28,54,1250609.081
39,58,46,16,30,1250030.226
8,74,94,29,65,1249708.598
16,25,118,44,74,1249294.482
42,60,44,16,28,1249155.031
29,71,46,16,30,1248509.519
32,68,48,16,32,1247500.242
23,30,92,37,55,1247399.022
16,81,62,20,42,1246754.737
14,60,78,32,46,1246189.355
14,90,62,19,43,1245824.801
10,83,76,24,52,1245529.931
25,77,48,18,30,1245364.698
10,77,90,27,63,1245270.507
14,49,86,34,52,1245269.047
17,78,60,21,39,1244814.894
19,75,56,19,37,1244814.405
6,54,130,45,85,1244715.19
17,23,112,43,69,1244704.635
10,74,84,28,56,1244669.238
6,69,104,35,69,1244494.341
32,65,48,18,30,1244440.573
12,18,168,59,109,1244369.87
31,78,42,14,28,1244355.322
15,48,82,33,49,1244269.142
47,54,42,16,26,1244084.914
28,86,42,14,28,1243494.924
17,28,100,42,58,1243244.381
30,81,40,14,26,1242984.766
11,69,82,30,52,1242439.257
5,60,126,46,80,1242344.972
5,53,144,47,97,1242145.459
14,50,82,33,49,1241968.947
32,79,40,15,25,1241874.608
14,88,60,19,41,1241534.127
20,74,56,19,37,1241264.208
11,35,116,45,71,1240865.184
18,23,110,45,65,1240834.715
23,26,100,41,59,1240680.901
37,61,48,16,32,1240470.264
5,61,128,46,82,1240435.108
14,27,114,44,70,1240304.147
32,78,40,15,25,1240275.195
12,69,82,28,54,1239708.982
17,44,82,34,48,1239499.415
35,62,50,17,33,1239390.67
17,77,60,21,39,1239275.052
10,32,122,45,77,1239249.998
6,39,154,51,103,1239180.223
24,35,78,31,47,1238449.319
26,34,76,31,45,1238379.786
17,29,104,42,62,1238374.459
6,71,110,37,73,1237474.223
28,60,56,19,37,1237039.599
28,35,70,31,39,1236819.633
6,41,148,53,95,1236559.569
27,88,42,14,28,1236444.924
18,28,102,42,60,1236004.832
22,70,56,20,36,1235234.424
10,34,124,45,79,1234960.008
13,31,110,46,64,1234604.149
26,27,88,36,52,1234568.947
23,36,78,31,47,1234149.906
48,58,40,14,26,1234110.447
49,57,40,14,26,1234110.447
25,34,78,31,47,1233079.398
14,87,60,19,41,1232724.167
31,67,48,18,30,1232440.573
19,25,102,42,60,1232394.527
16,51,78,31,47,1232149.804
19,21,112,43,69,1232094.919
40,56,48,17,31,1232060.497
20,24,102,42,60,1231824.507
36,60,50,17,33,1231540.183
23,83,48,16,32,1231314.601
15,35,106,43,63,1231304.387
15,34,106,43,63,1231103.948
50,56,40,14,26,1230960.447
43,59,42,16,26,1230875.148
22,27,100,41,59,1230360.98
15,55,78,32,46,1230339.746
5,65,120,41,79,1230324.462
29,84,40,14,26,1230304.787
51,55,40,14,26,1230090.525
52,54,40,14,26,1230090.525
16,48,80,32,48,1229929.785
15,42,96,36,60,1229839.842
28,29,80,32,48,1229749.124
11,73,84,27,57,1229549.511
20,21,110,45,65,1229474.657
31,56,56,19,37,1229369.58
6,57,120,44,76,1229325.055
36,69,42,15,27,1229185.206
6,68,106,37,69,1228734.182
17,96,58,16,42,1228434.328
26,65,52,18,34,1228374.655
19,77,56,19,37,1228244.188
14,39,96,37,59,1228114.254
18,77,60,20,40,1227764.699
5,59,130,46,84,1227594.972
16,19,132,48,84,1227508.497
18,48,80,31,49,1227250.099
38,59,46,16,30,1227240.285
16,35,102,39,63,1226679.634
7,30,166,56,110,1226660.001
15,30,108,43,65,1226614.988
25,33,78,31,47,1226129.399
14,41,98,36,62,1225694.431
48,60,40,14,26,1225690.719
22,92,48,16,32,1224479.152
22,72,54,19,35,1222974.852
31,79,42,15,27,1222824.707
14,91,62,19,43,1222784.761
5,69,114,42,72,1221443.945
14,59,78,31,47,1221299.218
39,57,48,17,31,1221160.595
13,30,114,44,70,1220514.061
19,22,110,45,65,1220504.735
18,26,106,44,62,1220494.479
16,94,62,18,44,1220445.461
12,96,62,21,41,1220194.431
16,29,106,43,63,1220064.401
33,77,40,15,25,1220044.922
24,79,50,18,32,1219754.64
5,54,144,46,98,1219475.343
5,68,118,42,76,1219134.033
29,34,70,31,39,1218139.653
30,33,70,31,39,1218139.653
31,32,70,31,39,1218139.653
22,83,50,17,33,1217705.228
30,58,56,19,37,1217699.852
27,64,52,18,34,1217574.657
34,76,40,15,25,1217409.569
9,86,80,25,55,1217399.564
12,39,112,45,67,1217284.028
30,82,40,14,26,1217164.846
26,30,84,33,51,1216260.155
14,31,108,43,65,1216054.54
37,58,48,18,30,1215700.729
48,53,42,16,26,1215125.148
24,67,54,18,36,1215094.578
9,32,138,50,88,1213809.765
25,39,70,31,39,1213799.71
26,38,70,31,39,1213799.71
21,23,100,42,58,1213414.643
31,57,54,19,35,1213369.97
46,61,40,14,26,1213350.681
47,60,40,14,26,1213350.681
15,49,82,32,50,1213099.123
42,69,40,14,26,1212969.822
34,72,42,15,27,1212855.323
14,28,114,44,70,1212094.09
29,30,76,31,45,1211989.359
8,91,84,29,55,1211844.585
13,61,80,31,49,1211799.318
40,72,40,14,26,1211459.764
41,71,40,14,26,1211459.764
16,49,82,31,51,1210929.881
23,89,48,16,32,1210239.698
15,45,90,34,56,1209859.378
29,60,54,19,35,1209849.95
27,74,48,17,31,1209839.501
27,73,48,18,30,1209474.657
21,32,94,37,57,1209419.14
35,51,54,19,35,1209159.327
28,31,78,32,46,1208939.359
27,32,78,32,46,1208609.476
20,29,100,41,59,1208540.179
11,43,110,43,67,1208394.38
17,92,58,16,42,1208135.89
12,66,86,30,56,1208129.001
8,89,86,29,57,1208084.576
27,30,80,31,49,1208059.28
22,85,48,15,33,1207944.777
11,71,82,28,54,1207769.043
22,87,50,16,34,1207694.777
16,28,110,43,67,1207194.774
9,23,174,61,113,1207129.391
19,78,56,19,37,1206834.374
26,76,48,17,31,1206814.306
35,74,40,15,25,1206649.608
23,37,76,31,45,1206610.159
23,33,86,34,52,1206459.568
7,76,96,30,66,1206398.637
44,58,42,16,26,1206224.953
19,29,100,42,58,1205929.238
8,35,138,51,87,1205779.979
20,76,58,19,39,1205674.365
15,93,64,18,46,1204794.821
8,36,134,50,84,1204599.901
21,94,52,16,36,1204259.522
6,33,178,57,121,1203879.729
14,93,64,19,45,1203694.528
8,92,82,27,55,1203444.389
14,38,104,39,65,1203404.582
30,59,56,19,37,1203309.815
32,55,58,19,39,1203189.989
16,92,62,17,45,1202975.097
9,83,82,25,57,1202960.064
15,51,80,31,49,1202899.705
31,66,48,18,30,1202890.085
16,89,60,18,42,1202745.215
9,84,80,26,54,1202640.63
6,55,128,44,84,1202125.541
26,32,76,31,45,1202019.535
27,31,76,31,45,1202019.535
11,45,110,40,70,1201823.19
17,93,58,16,42,1201245.948
20,26,102,42,60,1201199.849
22,86,50,16,34,1201164.992
26,75,48,18,30,1201044.579
18,41,86,33,53,1201009.57
12,35,116,45,71,1200764.259
12,65,84,30,54,1200419.04
14,94,64,19,45,1200334.763
15,56,76,31,45,1200159.668
16,24,114,43,71,1200064.4
8,75,92,30,62,1200018.657
34,75,42,15,27,1199834.571
33,74,42,15,27,1199325.147
17,26,106,43,63,1199314.355
5,66,116,41,75,1199244.384
6,46,138,48,90,1199159.915
49,58,40,14,26,1199030.759
32,76,42,15,27,1198955.42
14,92,62,19,43,1198644.919
48,59,40,14,26,1198550.681
28,62,52,18,34,1198514.794
27,29,84,33,51,1197900.097
40,54,48,18,30,1197200.827
34,52,54,19,35,1197009.326
10,41,114,44,70,1196895.848
21,82,50,17,33,1196865.287
9,70,94,31,63,1196588.967
36,71,42,15,27,1196315.333
15,27,114,45,69,1195683.935
7,38,140,51,89,1195439.599
11,38,118,45,73,1195265.768
26,33,78,32,46,1194979.496
6,29,184,63,121,1194429.778
28,71,48,18,30,1194269.384
45,63,40,14,26,1194250.681
8,24,186,65,121,1194209.274
22,34,88,34,54,1194029.392
7,55,114,40,74,1194025.736
47,59,40,14,26,1193890.523
16,26,116,45,71,1193753.857
11,70,82,28,54,1193279.199
28,30,76,31,45,1192799.515
6,48,130,48,82,1192520.414
17,79,60,20,40,1192494.777
12,37,114,45,69,1192084.91
30,69,48,17,31,1191940.183
5,64,122,42,80,1191794.485
5,75,118,36,82,1191744.046
47,61,40,14,26,1191580.759
6,40,150,51,99,1191480.028
15,29,108,44,64,1191254.54
46,62,40,14,26,1191100.681
45,65,42,14,28,1190695.407
5,38,176,55,121,1190069.967
11,68,86,31,55,1189878.906
32,80,40,15,25,1189514.94
25,31,84,33,51,1188830.077
18,40,90,34,56,1188689.746
14,30,110,45,65,1188644.579
16,44,88,33,55,1188619.142
5,63,122,42,80,1188544.68
22,91,48,16,32,1188299.269
17,95,56,16,40,1188234.914
6,45,136,49,87,1188219.876
22,31,94,37,57,1188219.043
14,51,84,32,52,1188159.18
15,90,62,19,43,1188124.802
8,73,96,30,66,1188038.579
26,89,44,15,29,1187889.749
14,29,112,44,68,1187784.178
22,81,50,17,33,1187404.935
25,28,90,36,54,1187049.025
43,51,48,18,30,1187030.614
24,33,84,31,53,1186909.862
17,94,56,16,40,1186695.85
6,67,106,37,69,1186523.635
33,76,42,15,27,1185914.552
45,62,40,14,26,1185830.563
21,83,50,17,33,1185764.896
5,58,132,46,86,1185415.235
6,58,118,42,76,1184974.76
20,96,52,16,36,1184854.834
32,56,54,19,35,1184389.893
22,80,50,17,33,1183974.857
16,88,60,18,42,1183935.059
7,52,114,42,72,1183785.502
12,97,62,21,41,1183784.571
21,90,52,15,37,1183374.758
17,42,92,34,58,1183339.258
15,52,82,31,51,1183259.568
16,27,112,44,68,1183214.355
24,80,50,17,33,1183024.367
24,36,76,32,44,1182820.024
7,75,102,30,72,1182788.874
7,28,176,62,114,1182719.67
14,42,94,36,58,1182139.355
21,89,50,15,35,1182044.875
6,44,138,48,90,1182009.915
44,50,48,18,30,1181880.614
8,70,102,32,70,1181508.795
7,77,98,30,68,1181048.149
43,52,48,17,31,1180180.517
13,29,118,44,74,1179944.771
48,57,42,14,28,1179940.329
38,66,42,15,27,1179815.089
19,24,106,44,62,1179704.489
37,71,44,15,29,1179639.451
36,70,42,15,27,1179525.343
7,45,126,46,80,1179479.983
35,71,42,15,27,1179075.343
15,85,60,19,41,1178884.91
33,78,40,15,25,1178694.92
40,67,42,15,27,1178549.314
13,42,104,37,67,1178524.606
32,77,42,15,27,1178455.371
9,75,86,29,57,1178379.3
20,33,92,36,56,1178239.256
49,56,42,14,28,1178010.251
14,36,108,43,65,1177973.87
15,95,60,18,42,1177954.781
18,36,92,37,55,1177808.789
47,62,42,14,28,1177665.524
14,47,90,33,57,1177629.496
49,52,42,16,26,1177265.187
38,57,50,18,32,1177170.749
11,42,112,45,67,1177064.792
23,34,86,32,54,1176720.115
25,35,76,31,45,1176499.905
49,59,40,14,26,1176320.407
15,83,60,19,41,1176154.638
37,49,54,19,35,1175959.718
35,72,42,15,27,1175925.343
22,89,52,16,36,1175764.698
6,100,84,29,55,1175654.3
25,78,48,17,31,1175324.464
17,90,60,18,42,1175304.784
41,53,50,18,32,1175130.808
20,93,52,15,37,1175114.112
5,71,122,42,80,1174364.261
50,51,42,16,26,1174285.107
15,43,98,34,64,1174069.729
7,53,120,42,78,1173696.244
22,35,86,33,53,1173649.703
42,66,40,14,26,1173600.387
13,46,96,34,62,1173559.474
42,67,40,14,26,1173340.135
13,41,104,39,65,1173324.409
22,88,52,15,37,1173224.757
33,75,42,15,27,1173205.225
15,31,108,44,64,1173194.235
21,74,54,20,34,1173134.618
19,30,102,41,61,1173060.002
18,78,60,19,41,1173024.756
30,68,48,18,30,1172940.085
44,49,48,18,30,1172641.207
18,84,66,19,47,1172464.062
12,40,110,45,65,1172313.762
17,97,56,15,41,1172224.562
14,48,86,33,53,1171769.143
5,70,118,42,76,1171714.162
33,54,58,19,39,1171299.951
46,60,42,14,28,1171230.27
6,78,108,34,74,1171113.094
23,32,90,35,55,1170879.587
31,82,42,15,27,1170635.059
35,60,48,18,30,1170590.963
13,36,110,45,65,1170374.167
24,92,46,14,32,1170259.475
43,65,40,14,26,1170220.603
14,16,162,57,105,1169980.121
8,90,88,29,59,1169584.625
23,70,54,18,36,1169505.029
8,71,98,30,68,1169208.305
14,40,98,35,63,1169064.549
50,55,42,14,28,1168070.212
25,91,44,14,30,1167939.75
8,52,114,40,74,1167874.956
21,87,50,15,35,1167694.875
11,51,100,36,64,1167554.592
19,82,56,20,36,1167534.765
45,48,48,18,30,1167491.207
46,47,48,18,30,1167491.207
38,56,48,18,30,1167470.894
20,97,50,16,34,1167454.736
18,25,106,43,63,1167444.822
8,33,146,52,94,1167249.557
36,72,42,15,27,1166889.843
15,36,104,39,65,1166644.82
26,66,52,18,34,1166184.861
49,55,42,15,27,1166020.407
50,54,42,15,27,1166020.407
51,53,42,15,27,1166020.407
11,46,114,40,74,1165954.244
24,29,92,37,55,1165659.083
13,17,162,56,106,1165519.964
5,72,124,39,85,1164963.967
5,37,184,55,129,1164950.338
6,94,92,29,63,1164833.795
35,73,42,15,27,1164395.313
15,53,80,31,49,1164329.784
13,47,94,35,59,1164299.319
41,70,42,14,28,1163979.978
23,81,50,17,33,1163004.934
13,49,88,33,55,1162929.79
14,54,82,31,51,1162619.823
47,58,42,14,28,1162550.29
8,82,88,29,59,1162524.513
15,99,64,18,46,1162224.949
14,15,168,61,107,1162149.656
36,59,48,18,30,1162001.021
36,50,52,19,33,1161979.542
6,28,188,64,124,1161839.596
25,90,46,14,32,1161729.495
44,63,40,14,26,1161380.66
6,49,132,48,84,1161255.035
44,64,40,14,26,1161220.603
51,56,40,14,26,1160940.331
15,54,78,31,47,1160929.883
19,31,104,39,65,1160520.552
5,36,182,56,126,1160489.499
7,54,116,40,76,1159665.287
17,98,56,15,41,1159544.191
24,78,50,17,33,1159384.721
21,96,48,15,33,1158918.897
13,52,84,33,51,1158629.395
21,81,50,17,33,1158194.632
8,34,142,52,90,1158120.213
39,55,48,18,30,1157950.924
7,40,140,49,91,1157789.745
50,58,42,14,28,1157245.407
39,74,40,14,26,1156849.607
42,53,48,17,31,1156830.517
34,74,42,15,27,1156405.176
45,64,42,14,28,1156280.466
46,63,42,14,28,1156280.466
41,54,48,17,31,1156140.673
6,30,182,64,118,1155749.602
14,45,98,35,63,1155160.061
16,42,96,35,61,1155129.007
12,32,116,45,71,1154275.094
51,57,42,14,28,1154225.388
52,56,42,14,28,1154225.388
53,55,42,14,28,1154225.388
26,90,44,15,29,1154124.709
19,23,108,43,65,1154054.54
41,64,42,15,27,1153820.067
10,75,84,27,57,1153799.412
21,88,50,15,35,1153764.797
15,88,64,19,45,1153524.898
42,52,48,18,30,1153410.692
16,34,104,40,64,1153354.877
15,86,62,19,43,1152834.91
45,60,42,15,27,1152780.076
28,87,42,14,28,1152454.983
15,87,64,19,45,1152224.508
18,30,100,42,58,1152188.907
15,32,110,43,67,1152114.597
19,27,102,42,60,1152099.362
45,57,42,15,27,1151674.561
19,79,58,19,39,1151664.843
46,64,40,14,26,1151645.31
43,64,40,14,26,1151380.465
16,41,96,34,62,1151059.57
16,100,60,15,45,1150804.247
16,93,62,17,45,1150734.913
10,33,126,45,81,1150620.309
16,82,62,20,42,1150524.755
15,94,64,18,46,1150364.937
37,68,42,15,27,1149835.108
9,51,110,39,71,1149494.384
14,95,64,19,45,1149385.251
6,79,106,34,72,1149323.054
46,59,42,15,27,1149250.193
30,83,42,14,28,1148834.961
32,64,48,17,31,1148740.085
6,43,144,53,91,1148689.746
11,67,86,31,55,1148668.846
