EMA_short,EMA_long,Total_Trades,Profit_Trades,Loss_Trades,Net_Profit
82,90,32,9,23,-68015.3313
83,89,32,9,23,-68015.3313
84,88,32,9,23,-68015.3313
85,87,32,9,23,-68015.3313
78,97,32,9,23,-82105.4199
74,98,32,11,21,-90855.4671
72,100,32,11,21,-92485.4477
76,96,32,10,22,-92615.6229
79,96,32,9,23,-93745.4589
80,95,32,9,23,-99515.4783
81,94,32,9,23,-99515.4783
73,99,32,11,21,-101055.4671
85,86,32,9,23,-117405.6629
