Price,Close,High,Low,Open,Volume,EMA20,EMA50
Ticker,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,,
Date,,,,,,,
2017-11-17,336.698486328125,360.5389995778372,299.9606310850841,302.89184246376567,168836552,336.698486328125,336.698486328125
2017-11-20,347.2020263671875,350.67061489716343,336.1122696463937,336.7962309594328,14650240,337.69882347470235,337.1103898590686
2017-11-21,376.4652404785156,409.2948142615191,344.4173409628601,348.2279098354801,43078194,341.39086318935125,338.6537173343411
2017-11-22,386.13824462890625,398.64473416580216,378.0285421951336,379.10332562826284,15227642,345.652518564547,340.5158556596182
2017-11-23,366.2548522949219,383.01160400664816,362.5908382259807,381.05746316987955,12300150,347.6146455864875,341.5252280766889
2017-11-24,362.20001220703125,374.21796629944043,357.7054823662411,367.4273150360683,9463228,349.0037281217774,342.33600392493764
2017-11-27,371.62872314453125,375.6835592377594,362.49310917349476,362.49310917349476,3832223,351.15848955251585,343.48473801198054
2017-11-28,373.4363098144531,377.5399875049396,369.4303153073565,374.21795418850155,2409447,353.2801867203194,344.6593094552147
2017-11-29,369.13720703125,375.87901704435734,367.4762051436775,373.63173710071356,1657909,354.7903791308843,345.6192270072161
2017-11-30,362.9816589355469,371.0913314476238,362.29769771836425,371.0913314476238,2536960,355.57050101704266,346.30010669068014
2017-12-01,364.2030029296875,370.84706992924333,359.56191838531186,365.1312317656919,1904781,356.39264405634214,347.00218105299416
2017-12-04,354.4811096191406,366.30366676988734,353.69946526943033,365.4731510121823,1323453,356.210593157561,347.29547236931364
2017-12-05,354.0414733886719,357.510061459774,348.96069526695027,352.7224223553573,1806017,356.0040103224287,347.56002142889633
2017-12-06,359.90386962890625,363.17706126717894,350.3285623017529,352.6246835893664,3331373,356.3754254944742,348.0440939073281
2017-12-07,379.3964538574219,380.9597725823962,361.5649176725955,361.5649176725955,3350792,358.5679043861835,349.27359821909647
2017-12-08,380.3735046386719,386.7244624030636,376.7583619557888,381.0574658635048,2494845,360.6446282197538,350.49320239241314
2017-12-11,372.0683898925781,383.2558577042542,370.35851672245076,378.1262381938722,1029719,361.73260552192755,351.33928817673336
2017-12-12,374.9996032714844,378.1262404425828,368.40437814748583,372.16610510770124,2564559,362.9961291171234,352.26714367064517
2017-12-13,372.0683898925781,380.3246465554645,369.82113993896803,377.5888614103895,747787,363.860153952881,353.04366313032887
