Price,Close,High,Low,Open,Volume,EMA20,EMA50
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,,
Date,,,,,,,
2010-01-04,36.39577102661133,36.63862531790046,35.65101962341646,35.68339887801949,4353415,36.39577102661133,36.39577102661133
2010-01-05,36.50910186767578,37.043380400280256,36.34719901586254,36.59005329358239,4374738,36.40656444004604,36.40021537331974
2010-01-06,36.768150329589844,37.04338388600259,36.59005673664738,36.78434105548428,5549959,36.44100119143117,36.41464419513425
2010-01-07,37.09196090698242,37.31862672062442,36.49292150278901,36.88148801825609,4535147,36.502997354817005,36.44120563481457
2010-01-08,37.1890983581543,37.49671117152482,36.93005113479892,37.27004979197228,3809958,36.56834030751579,36.47053476122005
2010-01-11,37.36796951293945,37.80701955202194,37.27040479807678,37.725714152602976,3041300,36.64449546993709,36.505728280895326
2010-01-12,36.831356048583984,37.563104668975704,36.685006765615675,37.14031834163397,2569224,36.662291715522514,36.518497997275276
2010-01-13,37.38423538208008,37.563105506613276,36.35978596735687,36.83135686990394,3322262,36.731048255194665,36.5524484829539
2010-01-14,38.164764404296875,38.53876836148763,37.41675207881512,37.56310356302467,6747297,36.86759265034726,36.61567655830068
2010-01-15,38.58755874633789,39.49818206099519,38.16477234349422,38.48999401063587,11273753,37.03139894520351,36.69300527155704
2010-01-18,38.246063232421875,39.026594054855096,38.08345246061914,38.620067125348264,4085821,37.147081258271925,36.75390950531645
2010-01-19,37.8070182800293,38.66885460265442,37.61188444576887,38.21354526344682,4992784,37.2099324032012,36.79520788863853
2010-01-20,38.018402099609375,38.359887328540914,37.69318059268353,37.807009002327376,3697700,37.28692951714484,36.84317628906876
2010-01-21,36.96143341064453,38.19727782403108,36.76630182343842,37.888315617909655,3555527,37.25592988795433,36.8478138232482
2010-01-22,37.17283248901367,37.38423003828126,35.69307611073965,35.774381503196466,4943166,37.248015849959984,36.86055965327822
2010-01-25,37.498046875,38.05092520222634,36.44107918110427,37.17282536747839,2912852,37.27182832853522,36.88555915216928
2010-01-27,36.84761047363281,38.18101749065889,36.489865890341804,37.498051360939606,8252922,37.23142662806832,36.88407096869726
2010-01-28,37.042747497558594,38.359897599953484,35.22150789444055,37.69319068557577,11600411,37.21345718706739,36.89029357767221
2010-01-29,36.65248489379883,36.97770651325498,36.11587010391629,36.71752877658001,3996285,37.16003125437515,36.88096774693208
2010-02-01,36.73379135131836,36.961446050351356,36.424831245091404,36.506136652285356,2078776,37.11943697789355,36.875196123574675
2010-02-02,36.97769546508789,37.5630946463139,36.58743007945375,36.880128567291955,3466800,37.10593778619777,36.8792157055948
2010-02-03,36.73379135131836,37.15657990983697,36.58744205947931,37.07527450264302,2006355,37.07049526859021,36.87351278974082
2010-02-04,36.42482376098633,37.1565722753816,36.327256851290315,36.587434541963056,2254939,37.00900274405651,36.85591714155437
2010-02-05,34.92880630493164,36.09960489770869,34.79871855264532,35.969517145422365,4391981,36.81088879747319,36.78034416756916
2010-02-08,35.28654479980469,35.43289404708114,34.73366864034383,35.28654479980469,1831316,36.66571317864762,36.72176380020585
2010-02-09,35.156471252441406,35.44916986507056,34.977598897812236,35.156471252441406,1113258,36.521975852342266,36.66037977872489
2010-02-10,34.896278381347656,35.33532611029519,34.81497300129631,35.28654376448422,1023345,36.36714752177135,36.59119933176892
2010-02-11,34.81497573852539,35.205241152345465,34.78245270172798,34.9613249930142,640478,36.21932163765269,36.5215435045829
2010-02-15,34.115745544433594,35.28654390402272,34.08322251006461,34.89627851934288,1575236,36.01898105734611,36.42719848653783
2010-02-16,34.71741485595703,34.961331057599345,34.08323096724689,34.14827705212495,1192982,35.89502237149953,36.36014814808368
2010-02-17,34.83123779296875,35.042630918755904,34.70114784932683,34.96132553106087,989784,35.7937095544966,36.300190879255645
2010-02-18,35.17271041870117,35.59549877679985,34.5385289843278,34.88001197377478,1713670,35.73456677965894,36.2559759592339
2010-02-19,34.847503662109375,35.172725274075106,34.63611049655173,35.172725274075106,1267093,35.650084577987556,36.20074175150353
2010-02-22,34.79871368408203,35.237763646335026,34.71740829889072,34.92880141816825,835164,35.56900163571084,36.14576025866347
2010-02-23,34.66862487792969,34.8637586909886,34.489752583550654,34.79871482181889,801182,35.48325146830311,36.08783338098764
2010-02-24,34.55480194091797,34.76619508718895,34.359668109321674,34.53854042069328,906081,35.394827703790234,36.02771450098491
2010-02-25,34.619842529296875,34.79871482368551,34.18079255266568,34.79871482368551,1650113,35.32101959193373,35.97250383542851
2010-02-26,34.97758483886719,35.416632581339385,34.473491025910526,34.79871255613423,1548385,35.28831152021311,35.933487404190814
2010-03-02,34.97758483886719,35.61176638169347,34.79871255613423,34.993846356488305,780476,35.25871850294207,35.89600102908008
2010-03-03,35.351585388183594,35.449152279175074,34.652357840702535,34.652357840702535,1578097,35.267562968203165,35.87465139610375
2010-03-04,35.38410949707031,35.61176411261145,35.22149874231957,35.44915335786071,1157814,35.278662637619085,35.85541445888675
2010-03-05,35.205238342285156,35.660547587807784,35.123932962331146,35.449154482147186,766252,35.27166984758728,35.829917356274926
2010-03-08,35.79063034057617,36.00202340383789,35.28653664485691,35.44914737215027,1998979,35.32109465644337,35.82837668899262
2010-03-09,35.38410949707031,35.90446258894299,35.286542603109964,35.774374867362205,1368556,35.327096069836415,35.81095444617213
2010-03-10,35.48168182373047,35.6768134359788,35.17271957795836,35.416635747431165,1572349,35.34181852258823,35.79804179431167
2010-03-11,34.73367691040039,35.83942949260078,34.5060200209325,35.44916400509182,4256779,35.283900273808435,35.7563019949426
2010-03-12,34.57106018066406,34.9288047922838,34.327144001527856,34.48975478761866,7813231,35.21601074112802,35.70982192379442
2010-03-15,34.034446716308594,34.63610752911826,33.888097444572466,34.63610752911826,2420100,35.10348083400236,35.64412093526556
2010-03-16,34.132022857666016,34.22958980037664,33.67671119353333,33.83932202953415,1690093,35.01096102673223,35.584822971438136
2010-03-17,34.58730697631836,34.74991989873361,34.18078018415273,34.18078018415273,2067076,34.970613021930916,35.54570469711971
2010-03-18,34.50601577758789,34.76619347244881,33.22139102830261,34.32714347452414,2257266,34.92636566532682,35.504932582628264
2010-03-19,35.188987731933594,35.530470874692305,34.343410636107286,34.47350060768456,3363560,34.95137729071794,35.492542588483374
2010-03-22,34.97758483886719,35.48167865182385,34.684884138336066,34.79871255613423,2178427,34.953873247684534,35.4723481669298
2010-03-23,35.1076774597168,35.41663751536174,34.73367353007554,35.04263358572049,1381649,34.96852126787808,35.45804735488223
2010-03-25,34.619842529296875,35.2702856321284,34.47349327226974,35.2702856321284,3128139,34.935313768965585,35.425176577408294
2010-03-26,34.71741485595703,34.961331057599345,34.42471409065616,34.65236877107896,2059990,34.9145614915362,35.39742121578276
2010-03-29,34.71741485595703,35.01011341570775,34.5060194912036,34.94506953637983,1977720,34.89578562148104,35.37075429971116
2010-03-30,34.701148986816406,34.96132667707897,34.63610511563823,34.717410505998416,1369034,34.877248799132026,35.34449526783293
2010-03-31,34.847503662109375,34.99385515193412,34.24584279775268,34.798721302534595,1719363,34.87441592893939,35.32500540094182
2010-04-01,34.68489074707031,34.99385302409111,34.63610839046181,34.96132998265205,928358,34.856365911618525,35.29990286549588
2010-04-05,34.97758483886719,35.205239468913845,34.7174071735783,35.12393408635792,1444077,34.86791057135649,35.28726294288299
2010-04-06,34.863765716552734,35.123943451211005,34.766198790362104,35.123943451211005,2818200,34.867515823279945,35.2706552085171
2010-04-07,35.95325469970703,36.099603968650214,34.831240697076005,34.831240697076005,3932498,34.97091952579681,35.29742381601474
2010-04-08,36.14838790893555,36.7175256952214,35.172723132445526,36.424827144494415,4525961,35.08305937181002,35.3307949569136
