Price,Close,High,Low,Open,Volume,EMA20,EMA50
Ticker,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,,
Date,,,,,,,
2010-01-04,100.71871185302734,101.18945289796675,99.74752695059668,99.83234886471534,1905762,100.71871185302734,100.71871185302734
2010-01-05,102.48291015625,103.05544038058659,100.86286115191281,101.11307910016278,4657392,100.88673073904855,100.78789610021255
2010-01-06,103.77641296386719,104.07327791630621,102.3938542745935,102.80946831418356,4203690,101.16193856998366,100.90509283996371
2010-01-07,103.88667297363281,104.74334838314056,102.63135101346299,103.56436068339244,6394536,101.42143708461691,101.022017551088
2010-01-08,103.11480712890625,105.05716826255653,102.63133875130936,103.9036280425841,5678652,101.58271042216828,101.10408773061029
2010-01-11,103.18268585205078,104.57372454262386,102.88582086923408,104.35743375901998,5078046,101.73508903453803,101.18560138243149
2010-01-12,101.01555633544922,103.23358332003848,100.6805164435265,102.24967882528162,3932952,101.66656211081529,101.17893294921649
2010-01-13,101.38446044921875,102.33019729320903,100.08673195034957,100.85010530988927,3194178,101.63969528590133,101.18699285117737
2010-01-14,104.47615814208984,105.74844743237126,101.52868536445865,101.94853927716402,8584284,101.90983460553832,101.3159797253308
2010-01-15,102.61441040039062,104.95542669521588,101.96978565111199,104.47619806378628,8546700,101.97693706219091,101.36689857533315
2010-01-18,102.84765625,103.73401912257974,101.88071917015311,102.52110395971489,3182250,102.0598626991251,101.42496750375147
2010-01-19,101.51172637939453,103.21659727723564,100.76532022382993,102.80098325865477,5830440,102.00765924010315,101.42836981260024
2010-01-20,98.48794555664062,103.0385013372352,98.22076781771675,101.94433526823987,8113314,101.67244841310672,101.31305905746456
2010-01-21,96.68976593017578,99.79839547005365,95.93911198903469,98.814491033081,5594190,101.19790722425617,101.1317534446297
2010-01-22,94.53112030029297,95.79493008078919,93.30123772585142,95.79493008078919,10479762,100.56297513625967,100.87290508602825
2010-01-25,95.08666229248047,95.57437839135967,93.34363207953224,95.09090998706517,3368646,100.04142153209023,100.64599360392835
2010-01-27,94.0561294555664,94.81102336218943,93.53873375122457,94.52263823473336,3637746,99.47139371527842,100.38756755889455
2010-01-28,93.50057983398438,96.15118097639181,91.18077093101546,94.91281839562507,9457560,98.9027447742028,100.11748960889807
2010-01-29,92.9958724975586,94.9976082779979,92.45302955417151,93.39451902272447,4827714,98.3401855097605,99.8382105064926
2010-02-01,93.43267059326172,94.04337559764353,92.11373446489542,92.11373446489542,2698374,97.87280313676061,99.58701286283649
2010-02-02,93.73383331298828,94.98915565542691,92.62269967646286,94.14944747332764,4362108,97.47861553449658,99.35747640990127
2010-02-03,96.16812896728516,96.78731406485532,93.89497510884708,94.19184010201214,3031386,97.35380729000026,99.23240396117123
2010-02-04,96.66007232666016,97.96628899557187,95.44715740305918,96.68975959859715,12828696,97.28773729349167,99.13152821079825
2010-02-05,92.25370025634766,95.59133992939248,91.69813751509717,94.76011189941143,6177252,96.80830519471606,98.86180946748647
