Price,Close,High,Low,Open,Volume,EMA20,EMA50
Ticker,POWERINDIA.NS,POWERINDIA.NS,POWERINDIA.NS,POWERINDIA.NS,POWERINDIA.NS,,
Date,,,,,,,
2020-03-30,711.5463256835938,711.5463256835938,677.6631673177084,677.6631673177084,29010,711.5463256835938,711.5463256835938
2020-03-31,747.1235961914062,747.1235961914062,747.1235961914062,747.1235961914062,15930,714.9346371605283,712.9415127623315
2020-04-01,784.4449462890625,784.4449462890625,784.4449462890625,784.4449462890625,25057,721.5546666013411,715.7455689790661
2020-04-03,787.28515625,814.1923704509494,778.4157168684127,796.05490278745,141804,727.8147132345466,718.551042989691
2020-04-07,787.9329833984375,815.1889717546921,778.4157529774029,792.367642469537,39744,733.5402627739649,721.2719033978772
2020-04-08,787.28515625,805.2232990506329,785.2920292721519,799.2439181170886,9633,738.6588240573967,723.8606584116859
2020-04-09,797.2508544921875,804.2267994689942,787.3350348243583,804.2267994689942,14654,744.2390174321388,726.7387053168037
2020-04-13,796.8521118164062,802.2335787868782,787.3349430157549,797.2507615273323,25051,749.2497883258785,729.4882506697293
2020-04-15,790.3744506835938,802.133948095857,788.3813237764856,797.2507628432795,29165,753.1664228361371,731.87594478792
2020-04-16,785.2920532226562,796.1546199133875,783.29892618402,788.7800255402695,76614,756.2260066824723,733.9706941383018
2020-04-17,789.2783203125,797.2508285984849,784.5446435176965,785.2920661695076,214812,759.3738460758083,736.1396206549371
2020-04-20,790.3744506835938,805.1236384565193,787.2851283077385,790.2748186684008,30483,762.3262846098831,738.2664767344922
2020-04-21,785.341796875,801.1871797023856,783.3486700200033,801.1871797023856,74484,764.5182381589419,740.1125677203945
2020-04-22,790.6236572265625,797.2508290733996,781.4054445154013,781.4054445154013,21366,767.0044685463344,742.093394759852
2020-04-23,797.3005981445312,801.137404028804,789.3280903231739,789.3280903231739,18607,769.889814222353,744.2583831278786
2020-04-24,800.0909423828125,801.1373826667888,793.3641390879098,794.1115616762323,6562,772.7661121423968,746.4478952555231
2020-04-27,799.2938232421875,806.1203203976694,796.3041324420855,801.1375023974995,5578,775.2925608185673,748.5202845883335
2020-04-28,802.8814697265625,804.226806224654,798.3470567932178,804.027481344274,10418,777.920075952662,750.652095770225
2020-04-29,806.3194580078125,809.1098843106364,797.3503870140642,800.2404453311008,6160,780.6247790055336,752.8351295834636
2020-04-30,798.6957397460938,812.298793501624,797.2507106679277,811.1527821002801,36263,782.3458228855869,754.633584883959
2020-05-04,788.2318725585938,805.2232672077353,787.2851251164738,803.130508293917,255704,782.9063990449209,755.9511647927683
2020-05-05,791.968994140625,795.2576413948457,788.2318811641454,788.2318811641454,33019,783.7695033397499,757.3636286887627
2020-05-06,792.7662963867188,796.154636754237,786.3384493860685,786.3384493860685,21000,784.6263407727946,758.7519685984865
2020-05-07,792.41748046875,796.2542255608763,787.5342950556727,789.6270540467583,202236,785.3683540771713,760.0721847502616
2020-05-08,795.4071655273438,803.2301645115925,790.8727530350973,792.2181502277248,16353,786.32443135814,761.4578702709315
2020-05-11,800.9879760742188,804.0772988368434,797.250862655521,797.3006786693542,6922,787.720959426338,763.0080704985114
2020-05-12,803.280029296875,806.2199039051218,798.795493366624,803.2302132849544,22239,789.2027756044844,764.587363000408
2020-05-13,808.3624877929688,810.1562898844774,801.5359914879231,807.2164154655399,24663,791.0275100986257,766.3040345609006
2020-05-14,814.2919921875,830.48614867803,802.8813890437295,805.2232888829662,8982,793.2431750594709,768.1859152521398
2020-05-15,815.5875854492188,826.001625270923,808.7112730304417,815.4380765953898,35587,795.3712141442088,770.0448042794764
2020-05-18,817.13232421875,830.0876508321992,812.697604097525,830.0876508321992,9141,797.4437008179747,771.8913736888596
2020-05-19,815.9861450195312,827.0978518760841,802.7318632293666,827.0978518760841,7918,799.2096478847897,773.6205804077096
2020-05-20,814.2919921875,817.2318666077854,811.4518106100932,816.135671113974,4878,800.6460616279049,775.2155377324073
2020-05-21,809.8573608398438,817.1820783091583,808.9604293505602,815.2387672993168,3045,801.5233282195181,776.5740405993655
2020-05-22,811.05322265625,813.19585862372,807.2662933228396,809.2096044147802,15265,802.4309372134926,777.92616538591
2020-05-26,813.3950805664062,819.1751362728369,808.3125705979379,813.9929942919181,2436,803.4751413423415,779.3171032361256
2020-05-27,822.1649169921875,823.1614805279356,810.7542523427895,813.4449860543916,14221,805.2551199756601,780.997409657932
2020-05-28,822.1150512695312,826.1511211801792,806.4689925392762,812.2988645407225,35006,806.8608277179335,782.6098661917202
2020-05-29,814.4414672851562,821.8160610346026,812.2988315696616,812.2988315696616,91717,807.5827933910023,783.8581642738158
2020-06-01,821.1682739257812,854.7026579860435,814.3916547040961,814.3916547040961,29646,808.8766486800289,785.3213058287948
2020-06-02,828.144287109375,836.1666112995642,825.1545965421932,832.0309091768755,72463,810.7116618637762,787.0006384280332
2020-06-03,834.3229370117188,837.013670506334,828.6425131509545,828.6425131509545,18590,812.9603547350088,788.8564148430796
2020-06-04,833.5257568359375,839.4552611507519,832.2800524293949,837.113361196616,38232,814.9189644589068,790.6081537447603
2020-06-05,833.4259643554688,837.0136291126669,832.2300761030693,834.3228957511191,38884,816.681535877627,792.2872835726313
2020-06-08,835.1202392578125,837.1133663204804,832.4295055581289,837.1133663204804,22385,818.4376028662161,793.9670073249913
2020-06-09,836.3659057617188,837.063512367114,834.6219196609346,834.7215516793876,19984,820.1450602848355,795.6297092244707
2020-06-10,835.2697143554688,838.1098959748039,833.2765873733646,838.1098959748039,22769,821.5855035296577,797.1842192296078
2020-06-11,836.6649169921875,841.8968756344074,834.6717898903895,835.3693965411012,14655,823.0216381451368,798.7324818869639
2020-06-12,835.6683349609375,838.9569824410952,833.226742150147,833.3264349982794,16963,824.2260854609273,800.1809467133943
2020-06-15,836.6151123046875,839.7044350241287,832.1803922780732,832.1803922780732,17284,825.4059927793807,801.609737520896
2020-06-16,836.4655151367188,845.9827448322601,834.6717130752671,834.6717130752671,3520,826.4592806229366,802.9766307607322
2020-06-17,835.0205078125,841.0995202996703,833.6252947045903,837.6115483552996,8706,827.2746355933712,804.2332533902133
