Price,Close,High,Low,Open,Volume,EMA20,EMA50
Ticker,GODFRYPHLP.NS,GODFRYPHLP.NS,GODFRYPHLP.NS,GODFRYPHLP.NS,GODFRYPHLP.NS,,
Date,,,,,,,
2010-01-04,104.36751556396484,108.12073407704328,102.53372989207436,108.12073407704328,12420,104.36751556396484,104.36751556396484
2010-01-05,104.1373062133789,106.43688835968403,103.33419077279905,106.43688835968403,6840,104.34559086390904,104.3584877462948
2010-01-06,104.5950698852539,107.08204876536355,102.53641880805952,103.90974540058949,120300,104.36935077070379,104.36776547723439
2010-01-07,105.10638427734375,106.60017929854372,102.79876342484448,104.67269513158736,4725,104.43954443800284,104.39673092037593
2010-01-08,103.87760925292969,105.64981563171773,103.39037994625384,103.39037994625384,1890,104.3860268013292,104.37637320792706
2010-01-11,103.9231185913086,105.20810801855299,102.12147047567288,104.24437207540339,8595,104.34194030513676,104.35859851707927
2010-01-12,104.49600982666016,106.38600729045956,102.91120011630669,103.86958083611047,6840,104.35661359290089,104.36398719588637
2010-01-13,103.58314514160156,105.12512517618524,103.06915179674033,103.44661699971617,3165,104.28294993087238,104.3333659388556
2010-01-14,104.17744445800781,105.04749429050968,103.06915356528359,103.07986405788347,3975,104.27290179059956,104.32725137097921
2010-01-15,106.01124572753906,106.06478594376345,103.06648481691742,105.68464918311325,13155,104.43845835602238,104.39329036535412
2010-01-18,105.21884155273438,106.00053606851114,103.49749111294788,103.98203681360965,21090,104.51278056523304,104.42566492172197
2010-01-19,106.63764953613281,107.08203690173684,104.9457594975253,104.9457594975253,6285,104.71514903865206,104.51240941640475
2010-01-20,106.74474334716797,107.13559055832873,106.0112338886103,106.0112338886103,12990,104.9084437347012,104.5999519234935
2010-01-21,106.99906158447266,107.88516492449605,106.06477328105693,107.08204952244132,32550,105.10755019658419,104.6940346552966
2010-01-22,106.27090454101562,106.49310437135786,102.58460175780569,102.58460175780569,21675,105.2183458484348,104.75587269003069
2010-01-25,106.54393768310547,107.02848320390066,104.99660271272802,105.74350622681364,50835,105.34459268983201,104.82599288583754
2010-01-27,105.00733947753906,105.95769352623819,103.06647315887238,104.948444020897,33420,105.3124733362803,104.83310451688466
2010-01-28,101.37992858886719,104.1372983372343,100.65712964883991,103.50283032460379,7350,104.93794526509811,104.69768585304084
2010-01-29,103.773193359375,107.08202410910745,95.30300305019915,98.03359599460177,47040,104.8270165121721,104.6614312454461
2010-02-01,101.86447143554688,103.33418013838903,101.73062091832001,101.73062091832001,1545,104.54486936201732,104.55174654701868
2010-02-02,103.97398376464844,106.43955362113775,101.72793609361123,102.2633503791829,24360,104.49049930512504,104.52908918300416
2010-02-03,103.1628646850586,104.31934068218696,101.72795873706868,102.71579347327491,4890,104.36405791273776,104.47551175171218
2010-02-04,103.03702545166016,103.06647317998723,101.73062716688851,101.99565672183206,5070,104.23767386882561,104.41910052425916
2010-02-05,100.49383544921875,102.34368108421941,96.85036814369202,96.85036814369202,10125,103.88111782886305,104.26516856053209
2010-02-08,98.8501205444336,104.40499990733153,91.01974555138374,91.01974555138374,9285,103.40197523034595,104.05281373637136
2010-02-09,100.63570404052734,101.78148160300529,98.78318718208106,98.78318718208106,17430,103.1385208313156,103.91880943457356
2010-02-10,100.01463317871094,101.72794432570552,99.85401255641167,100.6571279224759,2325,102.84100772154373,103.76570448336327
2010-02-11,100.48579406738281,101.72794155143673,99.31859551895046,101.72794155143673,1965,102.6167016592427,103.6370805454817
2010-02-15,99.1312026977539,100.92482406898203,98.51815571051284,99.32127103765934,19500,102.28474937719615,103.46037945341394
2010-02-16,100.75617980957031,104.35146187736161,99.05625057754298,99.69339010256184,3435,102.13917132313655,103.35433240855733
2010-02-17,98.19960021972656,101.45757546405035,96.90926148866167,101.19254589710488,11730,101.76397407519273,103.15218604821104
2010-02-18,96.37387084960938,97.44469367925582,95.36462111389652,97.44469367925582,55515,101.25063091085147,102.88636976591293
2010-02-19,96.66028594970703,97.1769569042006,95.30301905370266,96.37384155788489,3915,100.81345520026628,102.6422096162578
2010-02-22,93.29255676269531,95.0353217900137,92.3154326441289,95.0353217900137,7965,100.09717915859285,102.27555656317692
2010-02-23,96.04187774658203,96.32029537932179,91.01973564776196,91.01973564776196,10995,99.71095997649658,102.03109857036928
2010-02-24,97.02703857421875,97.44466197664427,93.75032656082779,93.75032656082779,22950,99.4553484143749,101.83486092346142
2010-02-25,97.17694854736328,97.65881648825719,94.83988014946708,96.32029306860007,9480,99.23835795084997,101.6521976930262
2010-02-26,96.64690399169922,97.4393150236447,94.66053648363649,94.70336620034477,71745,98.99155281188324,101.45591166552317
2010-03-02,96.07402038574219,98.78052162796237,94.76494442262447,98.78052162796237,8445,98.71369258082218,101.24485710553176
2010-03-03,96.75935363769531,97.71237924828907,94.77030221770686,94.77030221770686,2655,98.52756506242915,101.06895500875386
2010-03-04,95.5894775390625,96.90658641102968,95.57074030234428,96.26677533904905,2235,98.2477472030609,100.8540735393542
2010-03-05,95.57072448730469,97.71236332974635,95.30301733426809,95.30301733426809,5175,97.99279265870317,100.6468833804503
2010-03-08,93.98591613769531,95.57073207049336,93.96450127939264,95.57073207049336,1140,97.61118537098812,100.38566897877364
2010-03-09,94.15723419189453,95.83574832184463,93.6967811022238,94.23219537647738,14910,97.28223763964588,100.14141663419014
2010-03-10,94.1331558227539,95.30302595477913,93.21492712861179,95.30302595477913,6810,96.98232508565617,99.90579856315343
2010-03-11,95.18789672851562,95.18789672851562,93.05964616481225,93.69677945889174,705,96.81142714688087,99.72078280493234
2010-03-12,94.39549255371094,95.67779814569873,92.89366478335681,92.89366478335681,8265,96.58133813800755,99.51194789311975
2010-03-15,91.45610046386719,94.59896219203537,89.95427861128927,92.41180973535069,3510,96.09322026427989,99.19603230765887
2010-03-16,90.97959899902344,95.01926891775837,88.87811184102917,90.00247474814434,11985,95.60620871520784,98.87381923673199
2010-03-17,91.99150848388672,93.37553933096999,89.94891718238291,93.34342010970025,13170,95.26195155032012,98.60392469740472
2010-03-18,91.28209686279297,92.35826852890295,90.43079039501686,91.0224164363348,6720,94.88291777055562,98.31679419408661
2010-03-19,91.34366607666016,92.62597799274062,90.00782007827428,92.62597799274062,8715,94.54584618066082,98.04333818948164
2010-03-22,93.68608093261719,94.2295219723981,89.6812086968538,89.6812086968538,11505,94.46396377608524,97.87246535587913
2010-03-23,95.18523406982422,95.8330840841548,92.35827057096158,94.23220853801786,15585,94.53265618501275,97.76708373681815
2010-03-25,97.9666748046875,99.05088532077711,93.22562199177062,95.03530897165483,41220,94.85970557736273,97.77491083751892
2010-03-26,99.69070434570312,100.65712404724411,96.37919546337113,98.62256560669617,39915,95.31980069815705,97.85003999470261
2010-03-29,99.52205657958984,100.01195745236282,98.51816235297048,98.51816235297048,38805,95.7200155440078,97.91560927254133
2010-03-30,105.07158660888672,107.02850634588302,97.01901182578855,97.01901182578855,57870,96.61064135971056,98.19623583475095
2010-03-31,106.46631622314453,107.02849447573693,103.28063128874304,104.40498779392784,37080,97.54927706098998,98.52055271272718
2010-04-01,103.49479675292969,105.47580884034086,103.44661179404997,105.47580884034086,3405,98.1155170316509,98.71562110646062
