Price,Close,High,Low,Open,Volume,EMA20,EMA50
Ticker,SUPREMEIND.NS,SUPREMEIND.NS,SUPREMEIND.NS,SUPREMEIND.NS,SUPREMEIND.NS,,
Date,,,,,,,
2010-01-04,60.978477478027344,62.72431566269947,60.60099651923758,61.34022681361205,824095,60.978477478027344,60.978477478027344
2010-01-05,60.64818572998047,62.283920560982644,60.396533755991186,61.355952781924096,386520,60.9470211210705,60.96552486045688
2010-01-06,59.64157485961914,61.646930941469144,59.13827088610936,60.78974342403601,250280,60.82269290569418,60.91360525258089
2010-01-07,59.209022521972656,60.13698989872266,58.66639575086561,59.76737490969924,157945,60.66901001200642,60.84675887098842
2010-01-08,60.03477478027344,60.55381032009079,59.33486758253619,59.4528307506634,195830,60.60860665660328,60.81491635762705
2010-01-11,60.939144134521484,61.3402164605693,60.0347679482728,60.47516332584002,233430,60.64008641640501,60.81978803515232
2010-01-12,60.750423431396484,61.48178799231243,59.93255293317867,61.48178799231243,198195,60.65059470354706,60.81706785461288
2010-01-13,61.33235168457031,62.975958068142596,60.396524241151155,60.93128535161441,933875,60.71552393983499,60.83727506363082
2010-01-14,63.61296844482422,64.78472252822154,62.598494614283716,63.227627625425086,1176860,60.99147103554825,60.946125784461934
2010-01-15,62.77149963378906,64.15558850715726,61.49750812536257,63.699467423909404,188310,61.160997568714045,61.01770907267085
2010-01-18,63.49618148803711,64.98542699591849,62.75553849700384,63.71120412854242,271185,61.383396037221004,61.11490406935188
2010-01-19,65.72610473632812,69.76380418966632,63.87051347679992,63.982007656893906,1430660,61.796987341897875,61.29573546805683
2010-01-20,70.47259521484375,71.51587092476714,65.62257987818653,65.62257987818653,1220630,62.62323571074987,61.65561232087201
2010-01-21,74.76513671875,78.84265819880783,69.78769617589597,71.67514381709802,2022580,63.77960723532131,62.16971131686723
2010-01-22,70.99820709228516,73.80946430011909,68.80813343931827,69.54877677226978,699400,64.46709293598454,62.51592683747186
2010-01-25,67.2313003540039,72.63082824096811,66.90478333176661,71.40439192956305,231075,64.73035078531971,62.700843445963315
2010-01-27,64.77042388916016,66.88881890580257,63.88643017920003,66.88881890580257,149080,64.73416727139976,62.782003463343585
2010-01-28,65.67032623291016,68.00374944464593,65.30398751984258,65.30398751984258,138490,64.82332526773408,62.89527102293443
2010-01-29,68.77627563476562,70.24163105865797,64.99342122350734,65.46328864443697,238830,65.19979673126089,63.12589865477095
2010-02-01,69.00724029541016,70.87875681637743,67.69319471227058,68.33030956348296,98730,65.56241040403701,63.35653950342347
2010-02-02,68.98333740234375,70.87874433311369,68.48957317581772,70.87077872798264,130635,65.88821297530433,63.5771982445576
2010-02-03,71.21321868896484,73.42718273592317,69.47708760359866,69.9549205651908,450920,66.39535637660532,63.87665002669122
2010-02-04,70.97433471679688,72.71046652305625,70.41685763347863,72.375977842674,147490,66.83144955186165,64.1549906027738
2010-02-05,67.49408721923828,70.09828118541812,65.66238684661461,70.09828118541812,122900,66.89455790113561,64.28593556812534
2010-02-08,68.7682876586914,70.86279762419207,68.4975179264375,68.69661546226229,67540,67.07300835423617,64.46171408148088
2010-02-09,68.30641174316406,70.71948010549367,67.73301567664643,68.96741732831683,79390,67.19047534365787,64.61248653880179
