Price,Close,High,Low,Open,Volume,EMA20,EMA50
Ticker,RECLTD.NS,RECLTD.NS,RECLTD.NS,RECLTD.NS,RECLTD.NS,,
Date,,,,,,,
2010-01-04,33.98002243041992,34.30390363833178,33.61479349213788,33.75261552137666,2000250,33.98002243041992,33.98002243041992
2010-01-05,34.207420349121094,34.58643086098442,33.84219428088584,34.38659007632756,1941031,34.00167937505813,33.988939995859184
2010-01-06,33.44940185546875,34.421048180974566,33.33225370374012,34.35902939594061,1997066,33.94908151604962,33.9677816374125
2010-01-07,33.2288932800293,33.766399796777314,33.10485288324182,33.766399796777314,933943,33.880492160238155,33.93880562339748
2010-01-08,33.13931655883789,33.766408116893395,33.056623875269445,33.28403085808063,934133,33.809904007723844,33.90745311106181
2010-01-11,34.855194091796875,35.17218309789754,33.35293331159119,33.35293331159119,4663903,33.909455444302225,33.94461942403182
2010-01-12,34.81385803222656,35.5305345550199,34.5451060886775,35.24110593397014,4273845,33.99558902410455,33.978707212588475
2010-01-13,35.241085052490234,35.79237306459956,34.57954112035654,34.73114476288744,7363637,34.11420769347461,34.028212225917954
2010-01-14,37.446250915527344,37.87350152572922,35.399593976321846,35.551197674782095,7462893,34.43154514319392,34.162252958843816
2010-01-15,36.91563415527344,37.76324029196916,36.59864513449069,37.76324029196916,3612655,34.66812504910626,34.27022869203713
2010-01-18,35.8819580078125,37.4048922662772,35.6545511415084,36.247186877452926,4515471,34.783728188030665,34.33343376324401
2010-01-19,36.49528884887695,37.811488064497745,36.04047485152261,36.109385893303724,5116471,34.94673396525412,34.41821239405314
2010-01-20,36.309207916259766,37.07412120396222,35.98532674906897,36.52283315631966,3164658,35.07649338915942,34.4923690811985
2010-01-21,36.577972412109375,37.143042252931615,35.98533647905388,36.38502098246362,3884679,35.21949139134513,34.57415744711657
2010-01-22,35.77171325683594,36.50906064411411,35.00679977788581,35.55808796336433,3096826,35.2720839499633,34.621120420046736
