Price,Close,High,Low,Open,Volume,EMA20,EMA50
Ticker,JIOFIN.NS,JIOFIN.NS,JIOFIN.NS,JIOFIN.NS,JIOFIN.NS,,
Date,,,,,,,
2023-08-21,248.51246643066406,261.64198630571326,248.51246643066406,261.592076341765,74715306,248.51246643066406,248.51246643066406
2023-08-22,236.0818634033203,236.0818634033203,236.0818634033203,236.0818634033203,7281398,247.32859947567894,248.0249918021408
2023-08-23,224.30023193359375,224.30023193359375,224.30023193359375,224.30023193359375,4289046,245.13542161452798,247.09460906219778
2023-08-24,213.11767578125,213.11767578125,213.11767578125,213.11767578125,27673350,242.08611248754914,245.76218030608217
2023-08-25,214.16603088378906,223.751090108265,202.48425042804325,202.48425042804325,281040100,239.42705709671483,244.523115622855
2023-08-28,210.8212432861328,221.90396720216597,207.22685745784798,213.0178301776218,87522120,236.7026938766594,243.20147357043453
2023-08-29,219.90708923339844,221.3548286580761,206.92732914243734,211.66993379105776,92693420,235.10311248206312,242.28796830231548
2023-08-30,230.88995361328125,230.88995361328125,224.35014863690412,224.54983419842816,21403170,234.70185925646484,241.84098733411804
2023-08-31,233.13645935058594,242.42198304838664,230.79011201685617,241.32368956557008,124122100,234.55277355114302,241.49963329554816
2023-09-01,244.768310546875,244.768310546875,233.83536206535717,234.63411956193613,39481020,235.52568183645084,241.62781671716883
2023-09-04,253.05538940429688,266.534385890434,248.61232085371677,254.9025151512389,99246730,237.19517779529335,242.0759568225464
2023-09-05,254.6529083251953,259.59519848002003,252.606096982481,256.599869266789,47127070,238.85781879814115,242.569170606964
2023-09-06,252.45632934570312,259.3954902078186,245.66691361089178,246.61543145409348,225413100,240.1529150407661,242.95690232220866
2023-09-07,251.40797424316406,256.89939602790463,250.85882749418025,251.6076598150584,43856830,241.22482544099446,243.28831690734415
2023-09-08,252.8057861328125,254.60298673323,249.11154976447406,253.60454364800165,36090000,242.32777407831048,243.66155099461741
2023-09-11,249.76052856445312,257.29879204605777,249.6107681975475,256.5499597414651,24982850,243.0356554579431,243.90072658559137
2023-09-12,243.86972045898438,251.60765427088663,240.5249300720847,251.35804350276075,39500710,243.11509021994704,243.89951065905777
2023-09-13,239.82601928710938,247.41419261567373,236.23163342228838,244.41886344414021,27810990,242.8018453692006,243.73976589937354
2023-09-14,242.17236328125,244.16924936852473,240.87438427751505,241.6232165602431,14055230,242.74189469415768,243.67829913003536
2023-09-15,239.0272674560547,244.2690936303983,237.27999206460683,243.42042615271447,27416100,242.3881206714812,243.49590573105573
2023-09-18,232.8369140625,240.47501246547327,231.7386358586629,239.62632978679898,24694410,241.47848194681632,243.07790605777905
2023-09-20,229.29244995117188,231.63879731105115,228.6434680354772,230.04128227006538,18317600,240.31790747104066,242.53729993595132
2023-09-21,227.29556274414062,235.2331974767013,226.4468952609017,229.64191009345632,33101550,239.07768416371684,241.93958475195873
2023-09-22,227.44532775878906,231.8883962436854,225.99758839652375,227.59508812090792,38327550,237.96984069658086,241.37118251693246
2023-09-25,229.3922882080078,230.49058164490978,227.14579137027977,229.64189896775537,13392150,237.1529309357644,240.90142195579818
2023-09-26,230.04127502441406,231.33925404995327,229.64190389426295,230.74019735472658,8058261,236.47563037277865,240.47553384084193
2023-09-27,226.99603271484375,230.84002930283367,226.64657155455748,230.84002930283367,10984320,235.57281154821345,239.94692595354792
2023-09-28,224.69961547851562,228.49370218355244,224.4000795111384,227.64501948182226,9143582,234.5372690653851,239.348992209429
2023-09-29,230.84002685546875,232.53737696951,224.64968307983085,225.5482757181375,12411230,234.18515075967878,239.01530729358745
2023-10-03,231.0397186279297,233.5358262848219,230.1910511656056,231.1395690282182,13185430,233.88558579475028,238.70253911062048
2023-10-04,224.30023193359375,229.6419085081217,223.1520284850661,229.6419085081217,23296540,232.97269495083063,238.1377427507371
2023-10-05,225.04905700683594,227.54516462774154,223.8509283958076,225.54827853101705,13894930,232.21806276568827,237.62446095685863
2023-10-06,224.74954223632812,227.2955598890971,223.35171279055868,226.14735644706528,7531900,231.5067750962254,237.11956218350448
2023-10-09,219.30801391601562,222.65280428971707,218.50927164919037,222.65280428971707,9696908,230.3449883171578,236.42107009458334
2023-10-10,219.80723571777344,223.55139722944364,219.4078645838748,220.65591842109822,10451280,229.34139283150213,235.7695471778457
2023-10-11,224.74954223632812,227.3454850898446,220.25654839963147,221.65436261036862,11765080,228.90407372719986,235.3373901213156
