Date,Adj Close,Close,High,Low,Open,Volume,EMA20,EMA50
11/23/2007,5608.600098,5608.600098,5638.600098,5514.75,5524.299805,0,5688.591177,5429.684428
11/26/2007,5731.700195,5731.700195,5772.549805,5608.950195,5611.299805,0,5692.696797,5441.528184
11/27/2007,5698.149902,5698.149902,5743.549805,5655.600098,5729.25,0,5693.216141,5451.59178
11/28/2007,5617.549805,5617.549805,5749.950195,5595.5,5699.549805,0,5686.009823,5458.099938
11/29/2007,5634.600098,5634.600098,5725,5612.100098,5617.799805,0,5681.113659,5465.021513
11/30/2007,5762.75,5762.75,5782.549805,5632.649902,5633.899902,0,5688.888548,5476.69714
12/3/2007,5865,5865,5878.799805,5754.600098,5765.450195,0,5705.661068,5491.924703
12/4/2007,5858.350098,5858.350098,5897.25,5840.299805,5870.200195,0,5720.20288,5506.294326
12/5/2007,5940,5940,5949.299805,5859.950195,5861.899902,0,5741.135939,5523.302392
12/6/2007,5954.700195,5954.700195,6027.049805,5919.799805,5941.049805,0,5761.475392,5540.219953
12/7/2007,5974.299805,5974.299805,6042.100098,5894.799805,5963.600098,0,5781.744384,5557.242692
12/10/2007,5960.600098,5960.600098,6015.299805,5923.350098,5974,0,5798.778261,5573.06063
12/11/2007,6097.25,6097.25,6111.200195,5960.399902,5960.399902,0,5827.204141,5593.617076
12/12/2007,6159.299805,6159.299805,6175.649902,6005.450195,6067.049805,0,5858.8323,5615.800712
12/13/2007,6058.100098,6058.100098,6185.399902,6040.399902,6159.25,0,5877.810185,5633.145786
12/14/2007,6047.700195,6047.700195,6078.549805,6015.049805,6056.200195,0,5893.990186,5649.402822
12/17/2007,5777,5777,6039.950195,5740.600098,6037.950195,0,5882.848264,5654.406633
12/18/2007,5742.299805,5742.299805,5874.600098,5710.600098,5777.600098,0,5869.462696,5657.853424
12/19/2007,5751.149902,5751.149902,5840.799805,5676.700195,5730.25,0,5858.194811,5661.512109
12/20/2007,5766.5,5766.5,5799.5,5742.75,5751.75,0,5849.461972,5665.629281
12/24/2007,5985.100098,5985.100098,6001.049805,5771.299805,5771.299805,0,5862.379889,5678.157549
12/26/2007,6070.75,6070.75,6085.25,5988.450195,5988.450195,0,5882.224661,5693.553331
12/27/2007,6081.5,6081.5,6110.850098,6060.200195,6069,0,5901.203265,5708.766926
12/28/2007,6079.700195,6079.700195,6098.600098,6021.899902,6079.549805,0,5918.202972,5723.313329
12/31/2007,6138.600098,6138.600098,6167.75,6095,6095,0,5939.193175,5739.599084
1/1/2008,6144.350098,6144.350098,6165.350098,6109.850098,6136.75,0,5958.731929,5755.471673
1/2/2008,6179.399902,6179.399902,6197,6060.850098,6144.700195,0,5979.747927,5772.096309
1/3/2008,6178.549805,6178.549805,6230.149902,6126.399902,6184.25,0,5998.681439,5788.035662
1/4/2008,6274.299805,6274.299805,6300.049805,6179.100098,6179.100098,0,6024.930807,5807.104844
1/7/2008,6279.100098,6279.100098,6289.799805,6193.350098,6271,0,6049.137406,5825.614462
1/8/2008,6287.850098,6287.850098,6357.100098,6221.600098,6282.450195,0,6071.871948,5843.74135
1/9/2008,6272,6272,6338.299805,6231.25,6287.549805,0,6090.931763,5860.535807
1/10/2008,6156.950195,6156.950195,6347,6142.899902,6278.100098,0,6097.219233,5872.1599
1/11/2008,6200.100098,6200.100098,6224.200195,6112.549805,6166.649902,0,6107.01741,5885.0203
1/14/2008,6206.799805,6206.799805,6244.149902,6172,6208.799805,0,6116.520495,5897.639104
1/15/2008,6074.25,6074.25,6260.450195,6053.299805,6226.350098,0,6112.494734,5904.565022
1/16/2008,5935.75,5935.75,6065,5825.75,6065,0,6095.661902,5905.787962
1/17/2008,5913.200195,5913.200195,6013.149902,5880.299805,5937.950195,0,6078.284597,5906.078638
1/18/2008,5705.299805,5705.299805,5908.75,5677,5907.75,0,6042.762236,5898.204958
1/21/2008,5208.799805,5208.799805,5705,4977.100098,5705,0,5963.337242,5871.169462
1/22/2008,4899.299805,4899.299805,5203.350098,4448.5,5203.350098,0,5862.000343,5833.056926
1/23/2008,5203.399902,5203.399902,5328.049805,4891.600098,4903.049805,0,5799.276492,5808.364494
1/24/2008,5033.450195,5033.450195,5357.200195,4995.799805,5208,0,5726.340654,5777.975698
1/25/2008,5383.350098,5383.350098,5399.25,5035.049805,5035.049805,0,5693.674887,5762.500184
1/28/2008,5274.100098,5274.100098,5380.950195,5071,5380.950195,0,5653.715383,5743.34724
1/29/2008,5280.799805,5280.799805,5391.600098,5225.25,5279.549805,0,5618.199614,5725.208125
1/30/2008,5167.600098,5167.600098,5314.299805,5142.25,5283.75,0,5575.285374,5703.341143
1/31/2008,5137.450195,5137.450195,5251.649902,5071.149902,5172.25,0,5533.586786,5681.149341
2/1/2008,5317.25,5317.25,5339.950195,5090.75,5140.600098,0,5512.983282,5666.878779
2/4/2008,5463.5,5463.5,5545.200195,5315.549805,5315.549805,0,5508.270589,5658.90314
2/5/2008,5483.899902,5483.899902,5500.600098,5412.950195,5463.75,0,5505.949571,5652.040268
2/6/2008,5322.549805,5322.549805,5470.399902,5257.049805,5470.399902,0,5488.482927,5639.119074
2/7/2008,5133.25,5133.25,5344.600098,5113.850098,5322.549805,0,5454.651219,5619.281071
2/8/2008,5120.350098,5120.350098,5173.850098,5034.25,5132.100098,0,5422.813017,5599.71515
2/11/2008,4857,4857,5126.399902,4803.600098,5120.549805,0,5368.926063,5570.589066
2/12/2008,4838.25,4838.25,4949.600098,4820.450195,4877.850098,0,5318.385486,5541.869887
2/13/2008,4929.450195,4929.450195,4986.549805,4836.549805,4836.549805,0,5281.344029,5517.853428
2/14/2008,5202,5202,5220.25,4944.649902,4944.649902,0,5273.787455,5505.467019
2/15/2008,5302.899902,5302.899902,5315.399902,5104.75,5202.850098,0,5276.560069,5497.523211
2/18/2008,5276.899902,5276.899902,5348.600098,5224,5304.450195,0,5276.592434,5488.871317
2/19/2008,5280.799805,5280.799805,5368.450195,5262,5278.399902,0,5276.993136,5480.711649
2/20/2008,5154.450195,5154.450195,5267.149902,5116.299805,5267.149902,0,5265.32238,5467.917083
2/21/2008,5191.799805,5191.799805,5241.350098,5120.049805,5156.899902,0,5258.32023,5457.088954
2/22/2008,5110.75,5110.75,5184,5092.799805,5183.399902,0,5244.265922,5443.507034
2/25/2008,5200.700195,5200.700195,5212.350098,5055.149902,5112.25,0,5240.116805,5433.985197
2/26/2008,5270.049805,5270.049805,5281.200195,5200.799805,5200.799805,0,5242.967567,5427.556359
2/27/2008,5268.399902,5268.399902,5368.149902,5249.75,5271.399902,0,5245.389694,5421.314929
2/28/2008,5285.100098,5285.100098,5302.850098,5227.149902,5266.350098,0,5249.171638,5415.973171
2/29/2008,5223.5,5223.5,5290.799805,5098.350098,5285,0,5246.72672,5408.425203
3/3/2008,4953,4953,5222.799805,4936.049805,5222.799805,0,5218.752746,5390.565391
3/4/2008,4864.25,4864.25,4976.700195,4812.950195,4958.549805,0,5184.99058,5369.925572
3/5/2008,4921.399902,4921.399902,4936.75,4847.25,4866.850098,0,5159.886706,5352.33633
3/7/2008,4771.600098,4771.600098,4918.299805,4672.25,4918.299805,0,5122.907029,5329.56236
3/10/2008,4800.399902,4800.399902,4814.950195,4620.5,4767.799805,0,5092.192065,5308.810891
3/11/2008,4865.899902,4865.899902,4888.5,4732.850098,4796.299805,0,5070.64043,5291.441833
3/12/2008,4872,4872,5019.200195,4854.75,4869.75,0,5051.722294,5274.993134
3/13/2008,4623.600098,4623.600098,4868.799805,4580.149902,4868.700195,0,5010.948751,5249.448309
3/14/2008,4745.799805,4745.799805,4758.950195,4607.549805,4623.799805,0,4985.696471,5229.697387
3/17/2008,4503.100098,4503.100098,4745.450195,4482.100098,4745.450195,0,4939.734911,5201.203376
3/18/2008,4533,4533,4617.950195,4468.549805,4519.899902,0,4900.998253,5174.999322
3/19/2008,4573.950195,4573.950195,4718.399902,4533.899902,4534.75,0,4869.850819,5151.428768
3/24/2008,4609.850098,4609.850098,4649.450195,4539.799805,4576.799805,0,4845.088846,5130.190388
3/25/2008,4877.5,4877.5,4896.799805,4616.799805,4616.799805,0,4848.175622,5120.280961
3/26/2008,4828.850098,4828.850098,4912.299805,4808.649902,4878.700195,0,4846.335096,5108.8523
3/27/2008,4830.25,4830.25,4863.75,4769.600098,4828.799805,0,4844.803182,5097.92672
3/28/2008,4942,4942,4970.799805,4796.350098,4830,0,4854.060022,5091.811946
3/31/2008,4734.5,4734.5,4947,4703.850098,4942.149902,0,4842.673353,5077.799713
4/1/2008,4739.549805,4739.549805,4800.75,4628.75,4735.649902,0,4832.852063,5064.535011
4/2/2008,4754.200195,4754.200195,4916.75,4741.399902,4741.399902,0,4825.361409,5052.365018
4/3/2008,4771.600098,4771.600098,4833.25,4738.200195,4753.899902,0,4820.241284,5041.354629
4/4/2008,4647,4647,4791.700195,4632.700195,4766.700195,0,4803.742114,5025.889742
4/7/2008,4761.200195,4761.200195,4798.549805,4628.799805,4631.350098,0,4799.690503,5015.509759
4/8/2008,4709.649902,4709.649902,4769.549805,4677.799805,4760.649902,0,4791.115207,5003.515255
4/9/2008,4747.049805,4747.049805,4758.25,4667.5,4707.049805,0,4786.918502,4993.457787
4/10/2008,4733,4733,4799.5,4720.899902,4747.549805,0,4781.783407,4983.243756
4/11/2008,4777.799805,4777.799805,4817.399902,4727.25,4734.350098,0,4781.404016,4975.18713
4/15/2008,4879.649902,4879.649902,4917.100098,4708.299805,4779.950195,0,4790.760767,4971.440572
4/16/2008,4887.299805,4887.299805,4951.399902,4874.049805,4881.649902,0,4799.954961,4968.140934
4/17/2008,4958.399902,4958.399902,4984.950195,4889.649902,4890.600098,0,4815.044956,4967.758933
4/21/2008,5037,5037,5053.399902,4955.899902,4955.899902,0,4836.183531,4970.474269
4/22/2008,5049.299805,5049.299805,5074.25,4994.049805,5037.049805,0,4856.480319,4973.565467
4/23/2008,5022.799805,5022.799805,5083.5,5003.549805,5044.350098,0,4872.32027,4975.496225
4/24/2008,4999.850098,4999.850098,5072.700195,4991.350098,5022.899902,0,4884.465968,4976.451279
4/25/2008,5111.700195,5111.700195,5117.700195,4999.149902,4999.149902,0,4906.107323,4981.755158
4/28/2008,5089.649902,5089.649902,5147.450195,5079.149902,5112.5,0,4923.587569,4985.986324
4/29/2008,5195.5,5195.5,5210.899902,5082.149902,5092.399902,0,4949.483991,4994.202547
4/30/2008,5165.899902,5165.899902,5230.75,5155.850098,5198.350098,0,4970.09503,5000.935776
5/2/2008,5228.200195,5228.200195,5298.850098,5197.600098,5265.299805,0,4994.676474,5009.848107
5/5/2008,5192.25,5192.25,5254.5,5182.600098,5227.25,0,5013.493001,5017.001122
5/6/2008,5144.649902,5144.649902,5206.5,5110.899902,5192.350098,0,5025.984134,5022.006957
5/7/2008,5135.5,5135.5,5159.049805,5101.25,5156.700195,0,5036.414217,5026.457664
5/8/2008,5081.700195,5081.700195,5143.049805,5062.450195,5135.799805,0,5040.727167,5028.624038
5/9/2008,4982.600098,4982.600098,5087.649902,4969.399902,5070.850098,0,5035.191256,5026.819178
5/12/2008,5012.649902,5012.649902,5021.75,4913.799805,4981,0,5033.04446,5026.26352
5/13/2008,4957.799805,4957.799805,5066,4943.75,5008.600098,0,5025.878302,5023.578668
5/14/2008,5011.75,5011.75,5026.100098,4932.049805,4958.450195,0,5024.53275,5023.114799
5/15/2008,5115.25,5115.25,5118.549805,4999.600098,5010.899902,0,5033.172488,5026.727944
5/16/2008,5157.700195,5157.700195,5167.399902,5106.399902,5115.649902,0,5045.03227,5031.864111
5/20/2008,5104.950195,5104.950195,5160.049805,5072.399902,5157,0,5050.738739,5034.730232
5/21/2008,5117.649902,5117.649902,5135.549805,5048.700195,5105.700195,0,5057.11123,5037.981983
5/22/2008,5025.450195,5025.450195,5118.899902,5010.700195,5117,0,5054.095894,5037.490541
5/23/2008,4946.549805,4946.549805,5059.049805,4940.700195,5026.549805,0,5043.853409,5033.924237
5/26/2008,4875.049805,4875.049805,4953.600098,4858,4953.600098,0,5027.776875,5027.693867
5/27/2008,4859.799805,4859.799805,4932,4846.200195,4877.149902,0,5011.779059,5021.109787
5/28/2008,4918.350098,4918.350098,4926.899902,4835.649902,4862.700195,0,5002.881063,5017.079995
5/29/2008,4835.299805,4835.299805,4957.399902,4801.899902,4926.299805,0,4986.920943,5009.95136
5/30/2008,4870.100098,4870.100098,4908.850098,4833.450195,4844.049805,0,4975.795148,5004.466997
6/2/2008,4739.600098,4739.600098,4908.799805,4713,4869.25,0,4953.300381,4994.080059
6/3/2008,4715.899902,4715.899902,4739.299805,4634,4739.299805,0,4930.690812,4983.171034
6/4/2008,4585.600098,4585.600098,4731.5,4564.5,4718.700195,0,4897.82503,4967.580017
6/5/2008,4676.950195,4676.950195,4690.600098,4536.25,4586.950195,0,4876.789331,4956.182769
6/6/2008,4627.799805,4627.799805,4746.299805,4614.25,4680.549805,0,4853.076043,4943.305005
6/9/2008,4500.950195,4500.950195,4626.450195,4411.600098,4626.450195,0,4819.540248,4925.957758
6/10/2008,4449.799805,4449.799805,4522.549805,4369.799805,4522,0,4784.326872,4907.284897
6/11/2008,4523.600098,4523.600098,4541.049805,4468.049805,4469.649902,0,4759.495751,4892.238434
6/12/2008,4539.350098,4539.350098,4550,4392,4524.399902,0,4738.529498,4878.399676
6/13/2008,4517.100098,4517.100098,4563.350098,4491.350098,4539.5,0,4717.440984,4864.231065
6/16/2008,4572.5,4572.5,4617.700195,4536.299805,4536.299805,0,4703.637081,4852.790631
6/17/2008,4653,4653,4664.049805,4561.75,4572.5,0,4698.814502,4844.955704
6/18/2008,4582.399902,4582.399902,4679.75,4569.899902,4652.799805,0,4687.727397,4834.659399
6/19/2008,4504.25,4504.25,4585.700195,4488.950195,4582.549805,0,4670.253359,4821.702167
6/20/2008,4347.549805,4347.549805,4532,4333.600098,4504.200195,0,4639.519687,4803.107957
6/23/2008,4266.399902,4266.399902,4351.149902,4225.5,4351.149902,0,4603.98447,4782.060582
6/24/2008,4191.100098,4191.100098,4305.899902,4156.100098,4271.049805,0,4564.662148,4758.885661
6/25/2008,4252.649902,4252.649902,4264.549805,4093.199951,4189.600098,0,4534.946696,4739.033279
6/26/2008,4315.850098,4315.850098,4324.75,4230,4252.600098,0,4514.080354,4722.43786
6/27/2008,4136.649902,4136.649902,4315.299805,4119.200195,4315.299805,0,4478.134596,4699.465783
6/30/2008,4040.550049,4040.550049,4163,4021.699951,4136.25,0,4436.459878,4673.62595
7/1/2008,3896.75,3896.75,4075.399902,3878.199951,4039.75,0,4385.058937,4643.160227
7/2/2008,4093.350098,4093.350098,4107.149902,3848.25,3895.300049,0,4357.277143,4621.599045
7/3/2008,3925.75,3925.75,4097.350098,3874.850098,4094.600098,0,4316.17932,4594.310847
7/4/2008,4016,4016,4033.5,3896.399902,3926.649902,0,4287.590813,4571.631991
7/7/2008,4030,4030,4114.5,4002,4002,0,4263.058355,4550.39152
7/8/2008,3988.550049,3988.550049,4028.699951,3896.050049,4028.699951,0,4236.914706,4528.358521
7/9/2008,4157.100098,4157.100098,4169.399902,3990.899902,3990.899902,0,4229.313315,4513.799368
7/10/2008,4162.200195,4162.200195,4187.950195,4110.399902,4155.649902,0,4222.921589,4500.011165
7/11/2008,4049,4049,4215.5,4014.449951,4166,0,4206.357629,4482.324452
7/14/2008,4039.699951,4039.699951,4118.100098,4004.25,4047.449951,0,4190.485469,4464.966629
7/15/2008,3861.100098,3861.100098,4040.699951,3835.5,4039.300049,0,4159.115433,4441.285588
7/16/2008,3816.699951,3816.699951,3920.050049,3790.199951,3861.550049,0,4126.504435,4416.792034
7/17/2008,3947.199951,3947.199951,3968.75,3823.149902,3823.149902,0,4109.427818,4398.376658
7/18/2008,4092.25,4092.25,4110.549805,3926.300049,3962.949951,0,4107.791835,4386.371691
7/21/2008,4159.5,4159.5,4168.149902,4072.75,4092.199951,0,4112.716422,4377.474762
7/22/2008,4240.100098,4240.100098,4262.450195,4137.950195,4158.450195,0,4124.848201,4372.08752
7/23/2008,4476.799805,4476.799805,4491.549805,4246.700195,4246.700195,0,4158.367401,4376.193884
7/24/2008,4433.549805,4433.549805,4539.450195,4385.850098,4476.200195,0,4184.575249,4378.443136
7/25/2008,4311.850098,4311.850098,4440.850098,4297.149902,4440.850098,0,4196.696663,4375.831645
7/28/2008,4332.100098,4332.100098,4352.649902,4282.25,4282.25,0,4209.592228,4374.116682
7/29/2008,4189.850098,4189.850098,4332.200195,4159.149902,4332.200195,0,4207.712025,4366.890541
7/30/2008,4313.549805,4313.549805,4327,4191.200195,4191.200195,0,4217.791814,4364.798748
7/31/2008,4332.950195,4332.950195,4342,4285.549805,4314.350098,0,4228.759279,4363.549785
8/1/2008,4413.549805,4413.549805,4422.950195,4235.700195,4331.600098,0,4246.358377,4365.51057
8/4/2008,4395.350098,4395.350098,4436.149902,4362.899902,4426.100098,0,4260.548064,4366.680748
8/5/2008,4502.850098,4502.850098,4515.149902,4376,4395.799805,0,4283.624448,4372.020722
8/6/2008,4517.549805,4517.549805,4615.899902,4503.899902,4506.25,0,4305.903054,4377.727745
8/7/2008,4523.850098,4523.850098,4580.149902,4493.700195,4515.25,0,4326.659915,4383.458033
8/8/2008,4529.5,4529.5,4546.350098,4464,4518.350098,0,4345.978018,4389.185169
8/11/2008,4620.399902,4620.399902,4625.200195,4529.350098,4529.350098,0,4372.113436,4398.252414
8/12/2008,4552.25,4552.25,4649.850098,4525.75,4620.950195,0,4389.269299,4404.291535
8/13/2008,4529.049805,4529.049805,4572.649902,4497.25,4548.049805,0,4402.581728,4409.184016
8/14/2008,4430.700195,4430.700195,4529.799805,4421.25,4524.200195,0,4405.259678,4410.027788
8/18/2008,4393.049805,4393.049805,4447.399902,4379.850098,4430.700195,0,4404.096832,4409.361984
8/19/2008,4368.25,4368.25,4393.700195,4316.549805,4393.100098,0,4400.682848,4407.74975
8/20/2008,4415.75,4415.75,4434.899902,4365.450195,4365.450195,0,4402.117815,4408.063485
8/21/2008,4283.850098,4283.850098,4418.549805,4271.299805,4416.200195,0,4390.854223,4403.192372
8/22/2008,4327.450195,4327.450195,4337,4248,4283.850098,0,4384.815744,4400.22209
8/25/2008,4335.350098,4335.350098,4398.799805,4317.950195,4317.950195,0,4380.10473,4397.678091
8/26/2008,4337.5,4337.5,4345.049805,4283.299805,4335.200195,0,4376.047137,4395.318165
8/27/2008,4292.100098,4292.100098,4364.25,4282.649902,4336.850098,0,4368.052181,4391.270398
8/28/2008,4214,4214,4304.5,4201.850098,4290.75,0,4353.380545,4384.318618
8/29/2008,4360,4360,4368.799805,4230.600098,4230.600098,0,4354.010969,4383.364947
9/1/2008,4348.649902,4348.649902,4365,4281.350098,4356.100098,0,4353.500391,4382.003572
9/2/2008,4504,4504,4522.399902,4343.100098,4358.850098,0,4367.833687,4386.787746
9/4/2008,4447.75,4447.75,4514.600098,4419.450195,4512.950195,0,4375.444765,4389.178423
9/5/2008,4352.299805,4352.299805,4444.700195,4328.899902,4444.700195,0,4373.240483,4387.732202
9/8/2008,4482.299805,4482.299805,4558,4358.299805,4358.299805,0,4383.627085,4391.440736
9/9/2008,4468.700195,4468.700195,4497.5,4418.950195,4485.149902,0,4391.729286,4394.470518
9/10/2008,4400.25,4400.25,4467.5,4382.350098,4467.5,0,4392.540782,4394.697165
9/11/2008,4290.299805,4290.299805,4399.299805,4272.75,4397.25,0,4382.803546,4390.603151
9/12/2008,4228.450195,4228.450195,4323.899902,4200.149902,4291.600098,0,4368.103227,4384.244211
9/15/2008,4072.899902,4072.899902,4237.25,3955.399902,4231.950195,0,4339.988625,4372.03463
9/16/2008,4074.899902,4074.899902,4090.100098,3919.350098,4072.550049,0,4314.74208,4360.382288
9/17/2008,4008.25,4008.25,4116.700195,3974.600098,4074.800049,0,4285.552358,4346.573179
9/18/2008,4038.149902,4038.149902,4050.100098,3799.550049,4005.25,0,4261.990219,4334.478148
9/19/2008,4245.25,4245.25,4262.649902,4040.800049,4040.800049,0,4260.395913,4330.979005
9/22/2008,4223.049805,4223.049805,4303.25,4202.399902,4248.950195,0,4256.839141,4326.746488
9/23/2008,4126.899902,4126.899902,4224.700195,4117.899902,4223.899902,0,4244.463975,4318.909367
9/24/2008,4161.25,4161.25,4207.950195,4115.850098,4125.75,0,4236.538835,4312.726646
9/25/2008,4110.549805,4110.549805,4172.600098,4077.5,4162.149902,0,4224.539879,4304.798143
9/26/2008,3985.25,3985.25,4110.700195,3970.350098,4108.75,0,4201.750367,4292.266843
9/29/2008,3850.050049,3850.050049,3997.550049,3777.300049,3990.199951,0,4168.255099,4274.925008
9/30/2008,3921.199951,3921.199951,3966.850098,3715.050049,3848.699951,0,4144.726037,4261.053437
10/1/2008,3950.75,3950.75,4000.5,3861.25,3921.850098,0,4126.252129,4248.884675
10/3/2008,3818.300049,3818.300049,3969.550049,3804.850098,3953.550049,0,4096.923359,4231.999003
10/6/2008,3602.350098,3602.350098,3820.850098,3581.600098,3817.300049,0,4049.821144,4207.306889
10/7/2008,3606.600098,3606.600098,3732.649902,3537,3606.949951,0,4007.609616,4183.74976
10/8/2008,3513.649902,3513.649902,3604.399902,3329.449951,3604.399902,0,3960.565833,4157.471334
10/10/2008,3279.949951,3279.949951,3502.050049,3198.949951,3502.050049,0,3895.745273,4123.058731
10/13/2008,3490.699951,3490.699951,3510.199951,3272.899902,3272.899902,0,3857.169528,4098.260348
10/14/2008,3518.649902,3518.649902,3648.25,3491.5,3494.100098,0,3824.929564,4075.530526
10/15/2008,3338.399902,3338.399902,3518.5,3324.550049,3517.899902,0,3778.593406,4046.623443
10/16/2008,3269.300049,3269.300049,3333.850098,3099.899902,3333.850098,0,3730.089276,4016.140173
10/17/2008,3074.350098,3074.350098,3335.949951,3046.600098,3269.050049,0,3667.637926,3979.207229
10/20/2008,3122.800049,3122.800049,3238.399902,3058.949951,3108.199951,0,3615.748604,3945.622633
10/21/2008,3234.899902,3234.899902,3254.850098,3117.350098,3125.399902,0,3579.477299,3917.751154
10/22/2008,3065.149902,3065.149902,3235.75,3051.800049,3234.699951,0,3530.493738,3884.31581
10/23/2008,2943.149902,2943.149902,3085.100098,2917.149902,3064.800049,0,3474.55623,3847.407343
10/24/2008,2584,2584,2936.25,2525.050049,2936.25,0,3389.741351,3797.861957
10/27/2008,2524.199951,2524.199951,2585.300049,2252.75,2583.75,0,3307.308836,3747.914428
10/29/2008,2697.050049,2697.050049,2781.25,2631.899902,2685.300049,0,3249.188952,3706.70406
10/31/2008,2885.600098,2885.600098,2921.350098,2696.300049,2696.300049,0,3214.561442,3674.503905
11/3/2008,3043.850098,3043.850098,3062.050049,2885.399902,2885.399902,0,3198.303219,3649.772383
11/4/2008,3142.100098,3142.100098,3152.300049,2985,3050.25,0,3192.95054,3629.863666
11/5/2008,2994.949951,2994.949951,3240.550049,2971,3155.75,0,3174.093342,3604.965089
11/6/2008,2892.649902,2892.649902,3007.800049,2860.25,2998.449951,0,3147.289204,3577.03116
11/7/2008,2973,2973,3010,2860.100098,2893.25,0,3130.690233,3553.343663
